text,sentiment
mart o’zbekistonda bahorning ilk oyi qanday ob havo bilan yakunlanishi e’lon qilindi,positive
muborak oy suhbatlari ko‘rsatuvi soni dastur mehmoni toshkent viloyati bosh imom xatibi jasur domla raupov youtubecom live gcyatrxe fbwatch jbgxwgg,positive
muammoni mahallaning o‘zi ko‘tarsin o‘ziga pul beraylik shavkat mirziyoyev nukusdagi altin jag‘is mahallasida bo‘lib aholi hayoti bilan yaqindan tanishdi prezident mahalla ahlining sumalak saylida ham ishtirok etdi,positive
toshkentda tez yordam mashinasida olib ketilayotgan ayol qo’lini kesib shifokorlar bilan janjallashdi,positive
o’zbekistonda kelayotgan aprel oyi qanday ob havo bilan o’tishi prognoz qilindi,positive
navoiydagi qizilqum fosforit kompleksi sotuvga qo‘yildi,positive
shavkat mirziyoyev nukus yoshlar texnoparkini borib ko‘rdi,positive
xorazmdagi masjidlardan birining oldidagi tup gujum daraxtini kesib tashlagan shaxsga chora ko’rildi,positive
yilda klasterlarda ishlab chiqarilgan mahsulotlar qiymati trillion so‘mga yetdi,positive
o‘zbekiston hududlari bo‘ylab salomatlik sayillariga start berildi,positive
shavkat mirziyoyev nukusdagi altin jag‘is mahallasiga tashrifi chog‘ida o‘qituvchi kuanishbay seitnazarov xonadonida mehmon bo‘lib oila a’zolari bilan iftorlik qildi,positive
toshkentda bir kishini urib do‘pposlab ikkinchisiga pichoq urgan shaxs yilga qamaldi,positive
o‘zbekistonda so‘nggi oy ichida ishlab chiqarish korxonalari trln so‘m soliq to‘ladi eng ko‘p soliq to‘lagan top ta korxona nomi ma‘lum bo‘ldi,positive
mask davlatlar aqshning qattiq siyosati tufayli dollardan zahira valyutasi sifatida voz kechmoqchi,positive
o‘zbekistondagi qurilish korxonalari ikki oyda trln so‘mdan ortiq soliq to‘lagani ma‘lum bo‘ldi,positive
qoraqalpog’istondagi berdaq musiqali teatrida millatlararo totuvlikka bag’ishlangan tadbir bo’lib o’tdi,positive
mirzacho‘l tumani xalq ta’limi bo‘limi mansabdorlariga nisbatan jinoyat ishi qo‘zg‘atildi,positive
braziliya va xitoy o‘rtasida savdo operatsiyalarida yuandan foydalanish bo‘yicha kelishuv imzolandi,positive
italiya kompaniyalari o‘zbekistonning gaz taqsimlash tizimini modernizatsiya qiladi,positive
o‘zbekistonning bir necha hududlarida mehrli maktab filiallari tashkil etiladi filiallarning asosiy maqsadi davolanishda bo‘lgan bolalarning hayotga ijtimoiy moslashuvini ularning maktabgacha ta’lim hamda umumiy o‘rta ta’lim tashkilotlarida ta’limni davom ettirishga tayyorligini ta’minlash hisoblanadi,positive
dxx mlrd so’mlik kg oltin quymalarining noqonuniy sotuviga chek qo’ydi,positive
the wall street journal muxbiri rossiyada josuslikda ayblanib hibsga olindi,positive
o‘sh viloyatida ishidga aloqador o‘zbekiston fuqarolariga soxta qirg‘iziston pasporti tayyorlamoqchi bo‘lgan ayol ushlandi,positive
muborak oy suhbatlari ko‘rsatuvining sonini uzreport tvda hamda telekanalning ijtimoiy tarmoqlarida onlayn tomosha qiling dastur mehmoni toshkent viloyati bosh imom xatibi jasur domla raupov youtubecom live gcyatrxe fbwatch jbgxwgg tme uzreport uzlivestream savollar uchun maxsus bot,positive
nukusdagi tartibsizliklar nafar sudlanuvchilar ishi apellatsiya tartibida ko‘rib chiqiladi,positive
savdo va izmat koʻrsatish qoidalarini buzganlik uchun jinoiy javobgarlikni bekor qilish rejalashtirilmoqda,positive
olimlar mart kuni kuchli magnit bo‘roni bo‘lishidan ogohlantirmoqda,negative
qoraqalpog‘istonda ta yangi korxona ishga tushirildi bu korxonalar orqali ishlab chiqarishga milliard so‘m eksportga million dollar mablag‘ qo‘shiladi,positive
avtomagistral korxonasining mlrd so‘mlik davlat xaridlari korrupsiya sababli bekor qilindi,positive
qoraqalpog‘istondagi mahallalarning har biriga million so‘mdan qo‘shimcha mablag‘ ajratiladi,positive
erdog‘an men bor ekanman g‘arb turkiyani rossiyaga qarshi urushga tortolmaydi,positive
neymar onlayn kazinoda million yevro yutqazdi,positive
toshkentdagi plastmassa mahsulotlarini saqlash omborida yong‘in sodir bo‘ldi,positive
bugun muborak oy suhbatlari ko‘rsatuvining sonini da uzreport tvda hamda telekanalning ijtimoiy tarmoqlarida onlayn tomosha qiling dastur mehmoni toshkent viloyati bosh imom xatibi jasur domla raupov youtubecom muborakoysuhbatlari facebookcom uzreporttv tme uzreport uz savollar uchun maxsus bot,positive
saudiya arabistoni tashqi ishlar vaziri zelenskiy bilan uchrashdi bu vazirning ukraina rahbari bilan ilk uchrashuvi bo‘ldi uchrashuv davomida er riyod va kiyev o‘rtasida anglashuv memorandumi imzolandi,positive
farg’onadagi istirohat bog’ida yoshli qiz yiqilgan attraksion aslida qanday ahvolda bo’lgani ochiqlandi,negative
o‘zbekistonda nafar so‘rov o‘tkazilgan ayolning har uchinchisi turmush o‘rtog‘i tomonidan o‘ziga nisbatan zo‘ravonlik sodir etilgan deb biladi,negative
o‘zbekiston davlat qarzi milliard dollardan oshdi,negative
prezident shavkat mirziyoyev qoraqalpog‘istonda yangi ishlab chiqarish quvvatlarini ishga tushirdi,positive
fuqarolarni pul evaziga yaponiya janubiy koreya angliyaga yuborishni va‘da qilgan firibgarlar ushlandi,positive
germaniyaning davlat qarzi rekord darajada o‘sdi,positive
shavkat mirziyoyev kegeyli tumanidagi aqtuba tekstil korxonasiga tashrif buyurdi va u yerdagi ish jarayonini ko‘zdan kechirdi,positive
aqsh yillarda butun dunyo bo‘ylab demokratiyani qo‘llab quvvatlash uchun milliard dollar ajratadi,positive
uzbekistan airways toshkentdan bokuga muntazam aviaqatnovlar sonini oshiradi chipta narxi,positive
ramazon oyining birinchi haftasida vaqf xayriya jamoat fondi tomonidan ortiq hamyurtlarimiz uchun iftorlik dasturxonlari yozildi,positive
psj real yulduzini sotib olmoqchi klub bu futbolchi parijliklarning chempionlar ligasida g‘alaba qozonishiga yordam berishiga ishonch bildirmoqda,positive
samarqanddagi tovuq fermada gaz portlab ketdi,negative
kirib kelgan qutlug‘ ramazon oyi muborak bo‘lsin bu oy ezgu amallar xayrli ishlar yaqinlarga g‘amxo‘rlik va mehr muruvvatga boy bo‘lsin,positive
fifa indoneziyani u jahon chempionati mezbon davlati maqomini olib tashladi,negative
shavkat mirziyoyev shayx mansur bin zoid ol nahayon baa vitse prezidenti bo‘lgani shayx holid bin muhammad bin zoid ol nahayon abu dabi amirligi valiahdi etib tayinlangani bilan tabrikladi,positive
tayvan prezidenti tsay inven nyu yorkka keldi avvalroq xitoy tayvan prezidentining aqshga tashrif buyurishiga qarshi chiqib agar u amerika kongressmenlari bilan uchrashsa bunga mos javob qaytarishga va‘da bergan edi,positive
prezident qoraqalpog‘istonga bordi shavkat mirziyoyev hududlar rivoji va aholi hayoti bilan tanishish maqsadida mart kuni qoraqalpog‘iston respublikasiga bordi tashrif davomida yangi korxonalar ishga tushirilib respublikada sanoatni rivojlantirish yo‘nalishlari belgilanadi shuningdek davlat rahbarining yoshlar bilan muloqot qilishi mahallalardagi ishlarni ko‘zdan kechirishi hamda madaniy tadbirda ishtirok etishi rejalashtirilgan,positive
farg‘onada nexia multiradar avtomashinasi va moskvich ishtirokida yth sodir bo‘ldi,positive
sms orqali keladigan kodlarni hech kimga aytmang bank plastik kartangizga sodda parol o‘rnatmang batafsil juma kuni da navbatchilik qismi ko‘rsatuvini uzreport tvda tomosha qiling,positive
ro‘zadorlarga avtomobilni xavfsiz haydash bo‘yicha maslahatlar berildi,positive
ayrim qishloq xo‘jaligi texnikalari bojxona to‘lovlari va utilizatsiya yig‘imidan ozod qilinadi,positive
kianu rivz jon uik filmidagi har bir so‘zi uchun ming dollar olgan,negative
o‘zbekistonda birinchi avtomatlashtirilgan sanitar gigiyenik shoxobcha ishga tushirildi foto uning qulayliklari va vazifalari bilan tanishing,positive
toshkent viloyati bilan shinjon uyg‘ur avtonom rayoni o‘rtasida o‘zaro hamkorlik to‘g‘risida bitim imzolandi,positive
mart bugun respublikaning bir necha hududlarida yomg’ir yog’ishi mumkin,positive
ilon mask va mingdan ortiq ekspertlar sun’iy intellekt bo‘yicha tajribalarni to‘xtatishga chaqirdi,positive
farg’onada yoshli qiz attraksiondan yiqilib tushdi viloyat iib holat bo’yicha batafsil ma’lumot berdi,negative
qanday bemorlarga ramazon ro‘zasini tutish tavsiya etilmaydi,positive
andijondagi ikki masjidda fuqarolarning velosipedlarini o’g’irlab ketgan shaxs ushlandi,positive
xotin qizlarga sun’iy intellekt texnologiyasini oʻrgatish boʻyicha maxsus taʼlim dasturiga arizalar qabul qilinmoqda,positive
o‘zbekistonda turdagi oziq ovqat mahsulotlari importiga bojlarning bekor qilinishi aholiga nima beradi iqtisodiy tadqiqotlar va islohotlar markazi direktori obid xakimov bu bo‘yicha ma‘lumot berdi,positive
samarqand sirdaryo va andijon viloyat hokimliklari ochiqlik indeksida eng past ko‘rsatkichni qayd etdi shuningdek eng past ko‘rsatkichni kinematografiya agentligi yoshlar siyosati va sport vazirligi yoshlar ishlari agentligi tashqi ishlar va qishloq xo‘jaligi vazirliklari qayd etishgan,positive
bayden aqshda bank inqirozi hali tugamagan ammo vaziyat nazorat ostida,positive
emomali rahmonga o‘g‘li bilan tushgan rasmi tasvirlangan ulkan gilam sovg‘a qilindi,positive
vengriya shvetsiyaning natoga a‘zo bo‘lish taklifini rad etishining uchta sababini ma‘lum qildi,positive
toshkent viloyatida open budjetda ovoz yig‘ish uchun o‘quvchilardan pul yig‘gan maktab direktori ishdan olindi,positive
o‘zbekistonda aholi uchun elektr energiyasi va gaz narxlarini yilda oshirish rejalashtirilmagan iqtisodiyot va moliya vazirligi,positive
toshkentda yoshli buvisini urib o‘ldirgan yigit yilga qamaldi,negative
hindiston hukumati mamlakatdagi ta farmatsevtika kompaniyasining litsenziyalarini bekor qildi,positive
tojikistondan o‘zbekistonga qariyb kg opiyni olib o‘tmoqchi bo‘lgan shaxs ushlandi,positive
toshkentda yo’lni belgilanmagan qismidan kesib o’tayotgan piyodalarni spark haydovchisi urib yubordi,negative
professor sayfiddin jo‘rayevga ko‘ra xitoy rossiya tomonida ham aqsh tomonida ham emas xitoy avvalo o‘z tarafida shuningdek rasmiy pekin ukraina masalasi bo‘yicha o‘z variantini taklif etmoqda ko‘rsatuvni quyidagi manzil orqali to‘liq tomosha qilishingiz mumkin,positive
navbahor hamidova bir kun kelib bokschi qizlarimiz ham yigitlarimiz kabi jahonda peshqadam boʻlishadi,positive
mamlakatimizda ichki bozorda talab katta bo‘lgan import o‘rnini bosuvchi sifatli mahsulotlar ishlab chiqarish ko‘lami kengaymoqda texnopark mas’uliyati cheklangan jamiyatida avant savdo belgisi ostidagi bazalt tolasi ishlab chiqariladi ajoyib issiqlik va ovoz izolyatsiyasi xususiyatlari tufayli ushbu material katta talabga ega va qurilish sohasida betakror hisoblanadi,positive
muborak oy suhbatlari ko‘rsatuvining sonini uzreport tvda hamda telekanalning ijtimoiy tarmoqlarida onlayn tomosha qiling dastur mehmoni o‘zbekiston musulmonlari idorasi raisi o‘rinbosari jaloliddin domla hamroqulov youtubecom live ghihssfii fbwatch jzyaqdnvs tme uzreport uzlivestream savollar uchun maxsus bot,positive
uzbekistan airways o‘zbekistondan birlashgan arab amirliklari va turkiyaga parvozlar uchun chegirma e’lon qildi,positive
viloyat hokimlari ham o‘zining hududini xorijda keng targ‘ib qilishga o‘rganishi kerakligi ko‘rsatib o‘tildi buning uchun viloyat hokimlari turoperatorlarni jalb etib pr markazi filiallarini tashkil qiladi ular har bir viloyatning tashrif qog‘ozini ishlab chiqadi toshkent shahri hamda hududlardagi aeroport vokzallar va mehmonxonalarda turizm bekatlarini tashkil qiladi har bir viloyatning o‘zi uchun xos bo‘lgan mavsumiy turis,positive
javohir sindorov rustam qosimjonov xalqaro turniri g‘olibi bo‘ldi shuningdek eronlik shaxmatchi parxam magsudlu o‘rinni hamyurtimiz shamsiddin vohidov esa kuchli uchlikka yakun yasadi,positive
yig‘ilishda turizm salohiyatini oshirish bo‘yicha yangi tizim joriy qilinishi taʼkidlandi viloyatlar ularga biriktirilgan ta oliygoh bilan hamkorlikda ishlab turizm obyektlari to‘g‘risidagi kontentni boyitishi lozim bo‘ladi ular ta tuman va ulardagi ta turizm mahallasining tarixi yodgorliklari va turistik obyektlari kontentini yaratadi ular asosida kamida ta tilda turistik paketlar ishlab chiqiladi turizm iqtisodiyot,positive
saudiya arabistoni shanxay hamkorlik tashkilotiga a‘zo bo‘ladi,positive
sayyohlik kompaniyalari mehmonxonalarga aylanma va investitsiyani ko‘paytirish uchun qo‘shimcha milliard so‘mlik kredit liniyalari ochiladi bu kreditlar bo‘yicha foizlarning bir qismini tadbirkorlik jamg‘armasidan qoplash tartibi joriy qilinadi yig‘ilishda xorijiy sayyohlarning o‘zbekistonda bir kun ko‘proq qolishi yillik turizm eksportini million dollarga oshirishi taʼkidlandi misol uchun bugungi kunda xorazmda turistlarning qol,positive
yilda tijorat banklariga ipoteka kreditlari ajratish uchun trln so‘m mablag‘ ajratiladi,positive
shuningdek temir yo‘l va avtotransport sohasida iyungacha ta zamonaviy elektrichka sotib olish bo‘yicha tenderlar yakunlanib yil oxiriga qadar kamida tasi olib kelinadi apreldan turoperator mehmonxona va tashuvchilarga va undan ortiq o‘rindiqli hamda ishlab chiqarilganiga yildan ortiq bo‘lmagan avtotransportni olib kirishda bojxona imtiyozlari beriladi yilda sayyohlik tashkilotlariga ushbu avtobuslarni olish uchu,positive
andijondagi uy bog‘chada yoshli bola kaltaklangani haqida xabarlar tarqaldi aniqlanishicha ushbu uy bog‘cha noqonuniy faoliyat yuritayotgan bo‘lgan,positive
so‘nggi yillarda ta yangi xususiy aviakompaniya tashkil qilindi aviapark taga yetdi o‘tgan yili yangi samarqand aeroporti beshinchi osmon rejimida ishlashiga o‘tgani hisobiga haftalik aviaqatnovlar soni tadan taga yo‘lovchi oqimi esa mingdan mingtaga ko‘paydi lekin ichki reyslar taqchilligi kuzatilmoqda temir yo‘lda haftasiga ta qo‘shimcha qatnovga ta yangi vagonga talab bor qoraqalpog‘iston jizzax namangan,positive
shavkat mirziyoyev xitoy delegatsiyasi bilan o‘zbekiston qirg‘iziston xitoy temir yo‘li qurilishini jadallashtirishni muhokama qildi,positive
joriy yilda viloyat hokimlari va elchilar million xorijiy va million ichki sayyohlarni jalb qilish eksportni milliard dollarga yetkazish ustida aniq reja va majburiyat bilan ishlashlari shartligi ko‘rsatib o‘tildi prezident topshirig‘iga ko‘ra turoperator mehmonxona transport korxonalari oliygohlar vakillari bilan bir necha bor uchrashilib ularning muammolari va takliflari o‘rganildi o‘rganishlar ko‘rsatganidek turistlarni fao,positive
toshkentda internetdagi tanishgan qizi bilan uchrashuvga chiqqan erkak ikki yigit tomonidan kaltaklandi,positive
prezident shavkat mirziyoyev raisligida mamlakatimiz turizm salohiyatini jadal rivojlantirish yuzasidan videoselektor yig‘ilishi boshlandi bu borada qabul qilingan choralar katta natijalar berishni boshlagani taʼkidlandi jumladan yilda yurtimizga tashrif buyurgan xorijiy turistlar soni yilga nisbatan baravarga oshdi million soha eksporti milliard dollar ichki turizm dasturlari doirasida million shundan mi,positive
nukus voqealari bo’yicha mahkumlarning yaqinlari ular bilan qo’shimcha uchrashuvlar tashkil etishni so’ramoqda,positive
o‘zbekiston turkiyadagi ofat zonasida ta konteyner uylarni o‘rnatadi turar joy inshootlari janubiy hatay viloyati aholisining ehtiyojlariga topshiriladi,positive
azimut aviakompaniyasi sochi va urganchni toʻgʻridan toʻgʻri qatnovlar bilan bogʻladi,positive
bugun muborak oy suhbatlari ko‘rsatuvining sonini da uzreport tvda hamda telekanalning ijtimoiy tarmoqlarida onlayn tomosha qiling bugungi dastur mehmoni o‘zbekiston musulmonlari idorasi raisi o‘rinbosari jaloliddin domla hamroqulov youtubecom muborakoysuhbatlari facebookcom uzreporttv tme uzreport uz savollar uchun maxsus bot,positive
vladimir zelenskiy si szinpinni ukrainaga taklif qildi,positive
toshkent viloyatidagi maktablardan birida open budjetga sim karta olish uchun o‘quvchilardan ming so‘mdan pul yig‘ilayotgani aytilmoqda ular dars vaqtida o’qituvchilar tomonidan pul olib kelish uchun uylariga jo’natilgan,negative
o‘zbekistonda yil mavsumi uchun pilla narxi ma‘lum qilindi,positive
nokia yil oxirigacha oyda g tarmog‘ini o‘rnatadi,positive
alisher usmonov va rossiyadagi nafar oligarxlarning advokatlari italiyadagi mol mulki musodarasi bo‘yicha sudga murojaat qildi,positive
o‘zicha sudlash nima va nimasi bilan xavfli samosud oʻzicha sudlash jinoyat yoki huquqbuzarlik sodir etishda gumon qilingan shaxs haqida tegishli davlat organiga xabar qilmasdan uni o‘zboshimchalik bilan qonunga xilof ravishda jazolash to‘liq ko‘rsatuv,positive
toshkent shahrida bir guruh yigitlar o‘rtasida futbol o‘yini vaqtida o‘zaro mushtlashuv sodir bo‘ldi holat yuzasidan jinoyat ishi qo‘zg‘atildi,positive
wsj aqsh rossiya va xitoy qarshi koinotdagi ziddiyatga tayyorlanmoqda amerika xitoy va rossiya federatsiyasi sun‘iy yo‘ldoshlarni o‘chirib qo‘yadigan harbiy va fuqarolik aloqalarini buzishi mumkin bo‘lgan raketalar va lazerlarni joylashtirganidan xavotirda,positive
toshkentda sportchi ayoli va o‘g‘lini nega do‘pposlagani bo‘yicha tafsilotlar ochiqlandi,negative
germaniya termiz aeroporti modernizatsiyasi uchun mln yevrodan ortiq mablag‘ ajratdi,positive
turkiya prezidentlik saylovlarida nafar nomzod ro‘yxatga olindi,positive
og’ir atletika albaniyadagi jahon chempionatida diyorbek ermatov ta oltin va ta bronza medalini qo’lga kiritdi,positive
ft ga yaqin xorijiy kompaniyalar rossiyadagi aktivlarini sotishga harakat qilmoqda,positive
endi ypx xodimlarida narkotester ham bo‘ladi,positive
pepsi soʻnggi yil ichida eng yirik yangilanish boʻluvchi yangi logotipini taqdim etdi yangi logotip bilan mahsulot shu kuzda shimoliy amerikada va kelgusi yilda butun dunyo bo‘ylab chiqarilishi rejalashtirilmoqda,positive
surxondaryoda mashinalardan pul va qimmatbaho buyumlarni o‘g‘irlayotgan guruh ushlandi,positive
xitoy kompaniyalari jizzaxda mvtlik shamol elektr stansiyalarini qurmoqchi viloyatda shamol elektr stansiyalarini qurish imkoniyatlarini o‘rganish bo‘yicha anglashuv memorandumi imzolandi,positive
yevropada yildan benzin va dizelda ishlaydigan avtomobillarni ishlab chiqarish taqiqlandi,positive
davlat mulki obyektlarini savdoga chiqarish va uning natijalari to‘g‘risidagi axborot portali yaratiladi,positive
sindorov va abdusattorov peshqadam yoshli humoyun ham sovrindorlikka da’vogar toshkent shahrida bo‘lib o‘tayotgan shaxmat turniri tafsilotlari,positive
franklin templeton investitsiya kompaniyasi o‘zbekistonga sarmoya kiritishni rejalashtirmoqda,positive
toshkent shahrining yana ta tumanida tabiiy gaz ta‘minoti vaqtincha to‘xtatiladi,positive
sud tizimida bir qator tayinlovlar amalga oshirildi,positive
avstraliya moq rahbari rossiyalik sportchilarni olimpiada da qabul qilishga tayyorligini aytdi,positive
xitoylik olimlar oyda suv omborlarini aniqladi,positive
soliq qo‘mitasi tadbirkorlardan ortiqcha undirilgan mlrd so‘m foyda solig‘i bo‘nak to‘lovlarini qaytardi,positive
germaniya fuqaroligini olish osonlashtirilishi kutilmoqda,positive
mart o‘zbekistonning ba’zi hududlarida qisqa muddatli yomg’ir yog’adi,positive
mart afg’onistonda soat ichida marta zilzila kuzatildi,negative
toshkentda yoshli qizga tegajog‘lik qilgani uchun yilga qamalgan erkakka jazo kuchaytirildi,positive
yil davomida oʻzsanoatqurilishbank kapitaliga mln asakabankka mln jalb qilinishi koʻzda tutilmoqda shavkat mirziyoyev asakabank va oʻzsanoatqurilishbank kapitaliga xorijiy investitsiyalar jalb etish boʻyicha taqdimot bilan tanishdi,positive
o‘zbekistondagi ta yirik korxona va banklarning davlat ulushi xalqchil ipo orqali sotiladi,positive
toshkent viloyatida fuqaroni universitetga kiritib qo‘yish evaziga olgan shovvoz ushlandi,positive
rothschild co bank va moliya sektoridagi xususiylashtirish jarayonlarida ishtirok etadi,positive
joriy yil apreldan ish haqi pensiyalar va nafaqalar miqdori oshiriladi qanchaga,negative
o‘zbekistonga importi rejalashtirilgan rossiya neftining dastlabki partiyasi yo‘lga chiqdi,positive
namanganda maktab direktori yoshli o‘qituvchining boshiga kalla qo‘ydi holat yuzasidan rasmiy izoh berildi,positive
prezident farmoni bilan apreldan pensiya va nafaqalar miqdori ga maydan mehnatga haq to‘lash miqdorlari ga oshirilmoqda,positive
sog‘liqni saqlash vaziri va hududiy boshqarmalar rahbarlarining mobil telefon raqamlari e’lon qilindi fuqarolar tibbiy yordamga oid muammolar savollar va takliflar yuzasidan o‘z murojaatlarini yuborishlari mumkin bo‘ladi,positive
qoraqalpog‘istonda o‘quvchilarni urgan o‘qituvchi videosini tarqatmaslik uchun ming talab qilgan shantajchi ushlandi,positive
midjourney neyron tarmog‘i boburnoma kitobining illustratsiyasini yaratmoqda,positive
farg‘onada mlrd so‘mlik gazni o’g’irlagan ohak sexi aniqlandi,positive
qozog‘iston o‘zbekiston bilan chegara demarkatsiyasi bo‘yicha bitimni ratifikatsiya qildi,positive
muborak oy suhbatlari ko‘rsatuvining sonini uzreport tvda hamda telekanalning ijtimoiy tarmoqlarida onlayn tomosha qiling dastur mehmoni oʻzbekiston musulmonlari idorasi raisining birinchi oʻrinbosari homidjon domla ishmatbekov youtubecom live lvjtkqjuq fbwatch jydriydk d tme uzreport uzlivestream savollar uchun maxsus bot,positive
bir kunni o‘zida marotaba quyosh chiqishi va botishiga guvoh bo‘lish kosmosda ro‘za tutsa bo‘ladimi birlashgan arab amirliklari astronavti sulton al neyadi fazodagi holat haqida ma‘lum qildi,positive
hi tech banki bankrot deb e’lon qilindi,positive
energetika vazirligida huawei kompaniyasi bilan hamkorlikni yanada rivojlantirish masalalari muhokama qilindi,positive
aqshda dunyodagi eng yirik kriptovalyuta birjasi binance‘ga qarshi sudga da’vo arizasi berildi tovar fyucherslari savdosi bo‘yicha komissiya binance birjasini yillar davomida ataylab aqsh qonunchiligiga rioya qilishdan qochgan deb hisoblamoqda,positive
saudiya arabistonida halokatga uchragan avtobusda o‘zbekistonlik ziyoratchilar mavjud emas musulmonlar idorasi,positive
aqsh xitoyning rivojlanayotgan davlat maqomini bekor qilishga urinmoqda aytilishicha xitoy iqtisodiyoti hajmi bo’yicha amerikadan keyin ikkinchi o’rinda turadi ammo shunga qaramay mamlakat xalqaro tashkilotlardan yordam va kreditlarni olib rivojlanayotgan davlat sifatidagi maqomini suiisteʼmol qilmoqda,positive
samarqandda advokat pora bilan qo‘lga olindi holat yuzasidan jinoyat ishi qo‘zg‘atildi,positive
o‘zbekistonga ispaniyadan ming doza pfizer vaksinasi olib kelindi,negative
der spiegel germaniya ukrainaga yordamni milliard dollargacha oshiradi,positive
o‘zbekistonda pomidor narxlari yuqori ko‘tarilishda davom etmoqda eastfruit ma‘lumotiga ko‘ra aprel oyi o‘rtalariga qadar respublikada pomidor narxlarida ijobiy o‘zgarishlar kutilmaydi,positive
bugun muborak oy suhbatlari ko‘rsatuvining sonini da uzreport tvda hamda telekanalning ijtimoiy tarmoqlarida onlayn tomosha qiling dastur mehmoni oʻzbekiston musulmonlari idorasi raisining birinchi oʻrinbosari homidjon domla ishmatbekov youtubecom muborakoysuhbatlari facebookcom uzreporttv tme uzreport uz savollar uchun maxsus bot,positive
vengriya parlamenti finlandiyaning natoga kirishini ma‘qulladi,negative
tuberkulyozdan o‘lim ko‘rsatkichi nega oshdi jsst bunga izoh berdi,positive
sudlarda qarz undirish bilan bog‘liq ishlar yilda deyarli mingtaga oshdi,positive
rossiyaga ishlashga kelganda to‘g‘ri bankni tanlash nihoyatda muhimdir o‘zbekiston fuqarolari uchun eng yaxshi yechim bu tinkoff da karta ochish bo‘ladi tinkoff bu qulay ilovaga ega mobil bank ushbu karta bilan siz quyidagi imkoniyatlarga ega bo‘lasiz o‘zbekiston banklariga telefon raqami orqali bepul o‘tkazmalar valyutani to‘g‘ridan to‘g‘ri ilovada o‘zgartirish mumkin naqd pulni bepul yechib olish o‘zbekiston milliy naqshlari a,positive
qozog‘istondagi parlament saylovlarida amanat partiyasi yetakchi bo‘ldi,positive
saudiya arabistonida umra ziyoratchilari bo‘lgan avtobus butunlay yonib ketdi kishi halok bo‘ldi,negative
o‘zbekiston o‘tgan ikki oyda ta davlatdan qariyb mln aqsh dollariga teng bo‘lgan choy import qilgan,positive
wsj pentagon kremniy vodiysini qurol yaratishga jalb qilmoqchi,positive
ot sporti konkur bo‘yicha o‘zbekiston chempionatining g‘olib va sovrindorlari aniqlandi,positive
hamza yusuf shotlandiyaning birinchi musulmon rahbari bo‘ladi,positive
shaxmat bugun toshkentda umumiy sovrin jamgʻarmasi ming dollarlik turnir boshlanadi,positive
petronas futuretech akseleratsiya dasturining uchinchi toʻlqiniga arizalar qabul qilinmoqda,positive
vengriyada o‘zbekiston elchixonasi ochildi,positive
tibbiyot xodimining faoliyatiga to‘sqinlik qilganlik uchun ma’muriy javobgarlik belgilandi shavkat mirziyoyev bu haqdagi tegishli qonunni imzoladi,positive
namangan viloyatidagi ta tumanda qimorxona tashkil qilgan shaxs va bir nechta qimorbozlar ushlandi,positive
baxtiyor rahmonov toshkent shahar hokimining birinchi o‘rinbosari etib tayinlandi,positive
ro‘zador tish pastasida tishini yuvsa bo‘ladimi o‘zbekiston musulmonlari idorasi fatvo markazi ushbu savolga javob berdi,positive
samarqanddagi xonadonda gaz portlashi oqibatida kishi vafot etdi,negative
aqshning tennessi shtatidagi maktabda qiz otishma sodir etdi oqibatda kishi halok bo‘ldi,negative
yilga borib jahon iqtisodiyotining tezlik chegarasi yillikdagi eng past darajaga tushadi jahon banki,positive
farg‘onada iio xodimlarini haqorat qilib video olgan va uni ijtimoiy tarmoqlarda tarqatgan erkak sutkaga qamaldi,positive
futbol o‘zbekiston u jamoasi marokash u ga yutqazib qo‘ydi,positive
buxoroda bir oilaning nafar a‘zosi yiqilgan attraksionning ruxsatnomasi yo‘q bo‘lgani va hatto xavfsizlik sinovidan o‘tmagani aniqlandi,positive
chorvoq turistik zonasidagi cho‘milish joyidan odam suyaklari va butun boshli qabriston topildi,negative
o‘zbekistonning qaysi hududlarida oy ichida iste‘molchilar ko‘proq keshbekka ega bo‘lgan,positive
yoshida uyidan chiqib ketgan samarqandlik yigit bir yildan so’ng topildi,positive
mart bugun o’zbekistonda qanday ob havo kuzatiladi o’zgidromet prognozi,positive
muborak oy suhbatlari ko‘rsatuvi soni dastur mehmoni toshkent viloyati bosh imom xatibi jasur domla raupov youtubecom live pjsvx rc,positive
farg‘onada ona o‘z o‘g‘liga bir buyragini berdi,positive
o‘zbekistonning xorijdagi vakolatxonalari huzurida ta referendum uchastkalari tuzildi,positive
jizzaxda xotinini farzandlari oldida pichoqlab o‘ldirgan er yilga qamaldi,positive
apreldan o‘zbekiston va eron hukumatlari o‘rtasida diplomatik pasport egalari viza talablaridan o‘zaro ozod qilinadi,positive
qoraqalpog‘istonda sodir bo‘lgan ayanchli yth natijasida bir kishi vafot etdi,negative
prezident shavkat mirziyoyev investitsiya eksport va xalqaro hamkorlik masalalari boʻyicha yigʻilish oʻtkazdi yigʻilishda yil boshidan million dollar xorijiy investitsiya oʻzlashtirilgani ming ta yirik va oʻrta loyihalar ishga tushirilgani qayd etildi,positive
andijon xalqaro aeroporti vaqtincha yopiladi,negative
turkiyaning zilziladan zarar ko‘rgan shanliurfa viloyatida kunlik farq bilan ikkinchi marta suv toshqinlari sodir bo‘ldi,negative
