text,date,sentiment,promotional,view_count,like_count,dislike_count,love_count,fire_count,happy_count,sad_count,clap_count,think_count,angry_count,total_reactions
" Оперативники Службы государственной безопасности задержали в Кашкадарьинской области двоих валютчиков, которые пытались сбыть партию фальшивых долларов, привезенных из Казахстана

",2023-02-15 12:58:48,negative,no,25198.0,47.0,4.0,0.0,3.0,5.0,0.0,8.0,1.0,144.0,212.0
" Экс-министр по развитию информационных технологий и коммуникации Шухрат Садиков, который был уволен после инцидента с блокировкой ряда соцсетей в Узбекистане, получил новую должность в правительстве.

",2023-02-15 12:44:25,negative,no,25005.0,22.0,97.0,0.0,3.0,196.0,6.0,5.0,7.0,371.0,707.0
" Эксперт объяснил, в чем заключается сложность обустройства крупнейшего газового месторождения в Узбекистане – ""25 лет независимости"", а также как будут делиться доходы от его разработки совместно с иностранным партнером

",2023-02-15 12:22:41,positive,no,24555.0,34.0,40.0,0.0,0.0,68.0,0.0,0.0,12.0,3.0,157.0
" В Ташкентской области зафиксирован очередной случай отсутствия самосохранения у некоторых наших соотечественников. Две девушки во время езды по горной дороге вылезли из окна автомобиля, решив прокатиться с ветерком. Все это сняли очевидцы, которых весьма удивила такая необычная поездка, создававшая аварийные ситуации ",2023-02-15 12:15:26,negative,no,24500.0,37.0,53.0,0.0,3.0,48.0,1.0,0.0,0.0,290.0,432.0
" Компания ERIELL опубликовала опровержение относительно распространенных публикаций с недостоверной информацией в социальных сетях о характере своего участия в энергетических проектах на территории Узбекистана.

",2023-02-15 11:12:32,positive,no,25245.0,94.0,37.0,0.0,4.0,55.0,0.0,0.0,19.0,0.0,209.0
" Самолет члена Политбюро ЦК КПК, главы канцелярии Комиссии по иностранным делам Ван И по пути в Европу по техническим причинам совершил остановку в Ташкенте. Дипломат воспользовался моментом и провел переговоры с министром иностранных дел Узбекистана Бахтиёром Саидовым. 

",2023-02-15 11:01:09,positive,no,25709.0,230.0,8.0,0.0,0.0,38.0,0.0,0.0,11.0,0.0,287.0
" В Гулистане поймали мошенника, обещавшего помощь в пересадке печени больному ребенку. Родители малыша надеялись, что их малыш поправится благодаря операции в Индии.  

Родители даже не подозревали, что доверились ранее судимому за мошенничество мужчине. Они отдали ему собранные на операцию деньги, а тот даже и не соби",2023-02-15 10:38:04,negative,no,24975.0,33.0,2.0,0.0,0.0,4.0,50.0,0.0,0.0,419.0,508.0
" ГЛАВНЫЕ НОВОСТИ УЗБЕКИСТАНА К УТРУ 15 ФЕВРАЛЯ:  

 Молодой узбекистанец, представлявшийся в соцсетях девушкой, шантажировал соотечественника, проживающего в США, интимной перепиской

 Студенты из Узбекистана создали приложение для того, чтобы точки общепита больше не выбрасывали лишнюю еду

 В контракте с ""Лукойлом"" У",2023-02-15 09:05:33,positive,no,24955.0,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
" Пьяный блогер из Самарканда устроил дебош в ресторане, прославился на всю страну и получил уголовную статью. Новой ""звезде"", как оказалось, очень захотелось блеснуть певческим талантом. Но что-то пошло не так.

",2023-02-15 08:57:43,positive,no,25316.0,136.0,2.0,0.0,1.0,70.0,1.0,0.0,4.0,15.0,229.0
" Узбекистан и ОАЭ договорились о проведении 5-го заседания узбекско-эмиратской Межправительственной комиссии по торгово-экономическому и научно-техническому сотрудничеству, а также совместного бизнес-форума в мае этого года в Самарканде.

",2023-02-15 08:41:03,positive,no,25186.0,102.0,13.0,0.0,1.0,3.0,0.0,4.0,7.0,0.0,130.0
" Президент Шавкат Мирзиёев, а также глава правительства Абдулла Арипов выразили соболезнования в связи со смертью Бахтиёра Сайфуллаева.

",2023-02-15 08:37:24,negative,no,24904.0,17.0,1.0,0.0,1.0,4.0,94.0,0.0,1.0,2.0,120.0
" В Ташкенте временами дождь. Ветер 7-12 м/с. Температура 8-10° тепла, сообщили в Узгидромете.

",2023-02-15 08:17:01,positive,no,25107.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
" В Узбекистане накрыли банду фальшивомонетчиков, работавших в трех регионах

 Фермер в Сурхандарье вырастил гигантскую репу

 Мужчина, притворявшийся женщиной, шантажировал узбекистанца, находившегося в США

 А также наш газ

 Читайте об этом и многом другом в обзоре главных событий в Узбекистане на 14 февраля.",2023-02-14 23:47:02,positive,no,26157.0,35.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,41.0
" Министр энергетики Узбекистана Журабек Мирзамахмудов опроверг информацию о том, что российская компания ""Лукойл"" оставляет весь добытый в Узбекистане газ себе.

",2023-02-14 23:10:57,negative,no,26497.0,87.0,14.0,0.0,0.0,64.0,0.0,0.0,18.0,125.0,308.0
" Срок оплаты контрактов в вузах, колледжах и техникумах продлили до 15 марта

",2023-02-14 21:08:35,positive,no,26857.0,66.0,3.0,0.0,2.0,15.0,0.0,0.0,0.0,3.0,89.0
" Мошенники запустили очередной фейк с выплатой денег за каждого несовершеннолетнего ребенка к 1 марта

",2023-02-14 20:42:37,negative,no,26786.0,15.0,6.0,0.0,0.0,81.0,0.0,0.0,0.0,68.0,170.0
" В Ташкенте наказали виновных в гибели двух и истощении 14 лошадей на ипподроме. Скакунов обнаружили в крайне тяжелом состоянии неравнодушные граждане и сразу же начали бить тревогу. К сожалению, наказание виновных вызывает лишь усмешку – они заплатят мизерный штраф в 900 тысяч сумов

",2023-02-14 20:05:24,negative,no,26187.0,38.0,32.0,0.0,0.0,5.0,61.0,0.0,2.0,578.0,716.0
" Реальная любовь. Влюбленные парочки из Ташкентского зоопарка отмечают День святого Валентина.  

",2023-02-14 19:22:52,positive,no,23928.0,109.0,9.0,0.0,0.0,19.0,6.0,0.0,0.0,0.0,143.0
" ГЛАВНЫЕ НОВОСТИ УЗБЕКИСТАНА К ВЕЧЕРУ 14 ФЕВРАЛЯ:  

 В Сурхандарье фермер вырастил репу весом в 7 килограмм

 В Узбекистане провели крупномасштабную операцию по задержанию банды фальшивомонетчиков

 Надземную кольцевую линию метро остановят на один день

 В соцсетях распространилось видео, в котором няня жестоко обращ",2023-02-14 18:09:27,positive,no,25596.0,47.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,54.0
" Молодой узбекистанец, представлявшийся в соцсетях девушкой, шантажировал соотечественника, проживающего в США, распространением интимной переписки. 

",2023-02-14 16:12:03,positive,no,25619.0,21.0,14.0,0.0,0.0,159.0,0.0,0.0,2.0,63.0,259.0
" В Узбекистане создали приложение для того, чтобы точки общепита больше не выбрасывали лишнюю еду. Интересная разработка, которая может принести пользу миллионам людей, принадлежит студентам университета Инха в Ташкенте.

",2023-02-14 15:34:39,positive,no,27144.0,386.0,10.0,0.0,3.0,24.0,0.0,0.0,1.0,0.0,424.0
" Реализацию пилотного проекта по привлечению граждан Узбекистана в российскую строительную отрасль планируется приостановить. В условиях открытия границ он перестал быть актуальным, большая часть узбекистанцев самостоятельно прибывает в РФ на работу.

",2023-02-14 15:31:33,positive,no,24855.0,79.0,18.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,207.0
" В Ташкенте отправили за решетку на пять лет мужчину, который совершил кражу в мечети. 

",2023-02-14 15:07:10,positive,no,25017.0,234.0,12.0,0.0,6.0,9.0,6.0,6.0,6.0,40.0,319.0
" В соцсетях распространилось видео, в котором няня жестоко обращается с ребенком-инвалидом. В ГУВД заявили, что проводят проверку по данному факту. 

",2023-02-14 14:54:18,negative,no,24573.0,18.0,10.0,0.0,3.0,0.0,13.0,0.0,5.0,336.0,385.0
"Приглашаем представителей сферы косметики и косметологии, а также салонов красоты принять участие в деловых встречах в формате B2B в рамках выставки индустрии красоты «Beauty Expo».

Во встречах примут участие ведущие производители и поставщики в сфере красоты (косметики, косметологии, эстетической медицины, детской ги",2023-02-14 14:25:23,positive,yes,25287.0,54.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,64.0
" Некоторые кварталы Шайхантахурского района Ташкента остались без горячей воды и отопления из-за аварии 

""В связи с проведением внеплановых работ – устранением повреждения на  трубопроводах – сегодня, 14 февраля, временно будет приостановлена подача горячей воды и отопления в некоторых кварталах Шайхантахурского район",2023-02-14 14:23:11,negative,no,24901.0,37.0,15.0,0.0,0.0,2.0,7.0,0.0,0.0,47.0,108.0
" Узбекистан и Словацкая ассоциация автомобильной промышленности (ZAP) ведут переговоры по привлечению узбекских мигрантов на предприятия автопрома в этой стране. 

",2023-02-14 12:47:17,positive,no,25727.0,204.0,52.0,0.0,0.0,47.0,4.0,9.0,8.0,0.0,324.0
" Вышел в свет очередной номер журнала о сотрудничестве Узбекистана и Китая

В этот раз вы сможете узнать о том, почему китайские археологи ищут исторические корни своей страны в Узбекистане, как КНР становится мировым лидером по развитию космических технологий, а также зачем Поднебесная и страны ""Одного пояса, одного п",2023-02-14 11:05:31,positive,no,25288.0,121.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,147.0
" В Узбекистане осудили четырех крупных наркоторговцев. Они получили тюремные сроки от 12 до 14 лет. 

",2023-02-14 10:59:10,positive,no,24910.0,254.0,4.0,0.0,4.0,15.0,2.0,0.0,0.0,7.0,286.0
" В возрасте 72 лет скончался бывший министр культуры, председатель комитета Сената по вопросам молодежи, культуры и спорта Бахтиёр Сайфуллаев

",2023-02-14 10:42:16,negative,no,25393.0,31.0,3.0,0.0,0.0,3.0,156.0,4.0,0.0,0.0,197.0
" Надземную кольцевую линию метро остановят 18 февраля на один день. Речь идет об участке ""подземки"" от станции Дустлик-2 до рынка Куйлюк (Бекат-7). 

",2023-02-14 10:28:17,positive,no,25702.0,29.0,15.0,0.0,1.0,11.0,0.0,0.0,64.0,0.0,120.0
" Новые здания в Узбекистане продолжают трещать по швам. На этот раз проблемы возникли в школе в Чирчике. Судя по происходящему, многим строительным объектам в стране даже землетрясения не нужны, достаточно, чтобы просто пошел дождь. 

",2023-02-14 10:12:12,negative,no,28593.0,34.0,31.0,0.0,0.0,58.0,22.0,3.0,9.0,498.0,655.0
" В Узбекистане провели крупномасштабную операцию по задержанию банды фальшивомонетчиков. 

",2023-02-14 10:00:05,positive,no,24802.0,232.0,3.0,0.0,0.0,8.0,3.0,2.0,0.0,4.0,252.0
" ГЛАВНЫЕ НОВОСТИ УЗБЕКИСТАНА К УТРУ 14 ФЕВРАЛЯ:  

 Информация о том, что Узбекистан передал России эксклюзивные права на все месторождения нефти и газа, является ложью – министр энергетики

 В Ташкенте задержаны участники преступной группы, занимавшиеся сбытом наркотиков. Видео

 Стали известны подробности драки медсе",2023-02-14 09:14:01,positive,no,24885.0,39.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
" В Турцию накануне прибыл шестой спецборт с гуманитарной помощью из Узбекистана. Он привез предметы первой необходимости, зимние вещи и обувь, детское питание и пеленки, гигиенические средства, палатки, одеяла и многое другое.

",2023-02-14 09:03:39,positive,no,24050.0,314.0,12.0,0.0,0.0,0.0,0.0,20.0,6.0,0.0,352.0
" В Сурхандарьинской области фермер вырастил репу весом в 7 килограмм. По его словам, он не использовал никаких дополнительных удобрений или специальных препаратов

",2023-02-14 08:51:38,positive,no,25319.0,120.0,9.0,0.0,0.0,33.0,3.0,239.0,0.0,0.0,404.0
" В Узбекистане сегодня, 14 февраля, рано утром произошло небольшое землетрясение

",2023-02-14 08:31:23,negative,no,28218.0,23.0,12.0,0.0,8.0,3.0,127.0,0.0,60.0,11.0,244.0
" В Ташкенте во второй половине дня небольшой дождь. Ветер 7-12 м/с. Температура 7-9° тепла, сообщили в Узгидромете.

",2023-02-14 08:18:45,positive,no,25514.0,45.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,48.0
" Завершилось строительство нового православного храма на кладбище в Уртасарае

",2023-02-14 00:28:26,positive,no,28195.0,955.0,32.0,0.0,1.0,2.0,0.0,34.0,0.0,3.0,1027.0
" Власти Узбекистана опровергли информацию о передаче российским компаниям всех нефтегазовых месторождений

 Продавцы ширпотребом вновь атакуют жителей столицы

 Могут ли застройщики продавать места в подвалах

 А также отмороженные на всю голову

Читайте об этом и многом другом в обзоре главных событий в Узбекистане на",2023-02-14 00:14:23,positive,no,26390.0,31.0,16.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,54.0
" Назначен новый заместитель министра энергетики Узбекистана. Эту должность занял Акмаль Жуманазаров

",2023-02-13 22:20:13,positive,no,26802.0,17.0,58.0,0.0,0.0,121.0,5.0,0.0,33.0,0.0,234.0
" В Джизаке местный житель отрезал голову волку, позировав с ней на фотографиях, сделанных для соцсетей

",2023-02-13 21:53:20,negative,no,26551.0,34.0,152.0,0.0,0.0,4.0,64.0,0.0,12.0,837.0,1103.0
" Сотрудники правоохранительных органов выявили в Ташкенте преступную группу, занимавшуюся сбытом гашиша и других наркотиков. Наркоторговцы действовали в Яккасарайском районе столицы.

",2023-02-13 21:07:37,positive,no,26469.0,171.0,5.0,0.0,0.0,6.0,4.0,7.0,0.0,6.0,199.0
" Информация о том, что Узбекистан передал России эксклюзивные права на все месторождения нефти и газа, является ложью, заявил министр энергетики Узбекистана Журабек Мирзамахмудов.

",2023-02-13 20:37:46,positive,no,26855.0,90.0,24.0,0.0,1.0,215.0,4.0,8.0,33.0,9.0,384.0
" ГЛАВНЫЕ НОВОСТИ УЗБЕКИСТАНА К ВЕЧЕРУ 13 ФЕВРАЛЯ:  

 В Самаркандской области в одной из местных больниц подрались медсестры. Видео

 В Турцию прибыл пятый спецборт с гуманитарной помощью из Узбекистана

 Прохлада и дожди. В Узгидромете рассказали о погоде на неделе

 В Андижане обрушились перекрытия двух верхних этаже",2023-02-13 18:26:52,positive,no,26942.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,40.0
" Минздрав опубликовал подробности инцидента с дракой медсестер, произошедшей в одной из больниц в Самаркандской области. 

",2023-02-13 16:49:27,negative,no,27115.0,19.0,19.0,0.0,0.0,33.0,10.0,1.0,2.0,171.0,255.0
" В Ташкентской области жестоко избили двух парней. Нападавшие снимали весь процесс на видео. 

",2023-02-13 16:14:56,negative,no,27169.0,29.0,25.0,0.0,2.0,4.0,33.0,0.0,7.0,290.0,390.0
" Министерство высшего образования, науки и инноваций задумалось о закрытии вузов с большим количеством безработных выпускников. 

",2023-02-13 15:44:00,positive,no,28238.0,340.0,50.0,0.0,3.0,76.0,0.0,0.0,19.0,2.0,490.0
" ""Гипнотизеры"" с мультиварками, кастрюлями и постельным бельем вновь атакуют жителей на улицах Ташкента. Они могут заболтать человека так, что он и не заметит, как за дешевый и некачественный товар выложит пятьсот долларов.

",2023-02-13 15:14:48,negative,no,28789.0,25.0,11.0,0.0,1.0,39.0,0.0,0.0,4.0,211.0,291.0
" США вербуют боевиков джихадистских группировок для совершения терактов в России и СНГ. В январе было отобрано 60 таких террористов, имеющих опыт участия в боевых действиях на Ближнем Востоке. В ближайшее время предполагается осуществить заброску боевиков в составе малых групп на территорию России и государств СНГ, соо",2023-02-13 14:56:05,negative,no,28377.0,35.0,106.0,0.0,0.0,71.0,9.0,4.0,14.0,628.0,867.0
" В Андижане обрушились перекрытия двух верхних этажей в строящейся новостройке. В Минстрое заявили, что обрушившиеся этажи были достроены незаконно и не входили в первоначальный проект. 

",2023-02-13 13:02:25,negative,no,27727.0,43.0,48.0,0.0,0.0,121.0,11.0,0.0,3.0,370.0,596.0
" В Нурафшане проходит апробация нового метода, чтобы пешеходный переход был четко и ясно виден в темное время суток.

",2023-02-13 13:00:58,positive,no,25000.0,561.0,2.0,0.0,0.0,3.0,0.0,21.0,14.0,0.0,601.0
" В Узбекистане с 13 февраля снизилась стоимость дизельного топлива. 

",2023-02-13 12:19:41,positive,no,26295.0,113.0,4.0,0.0,0.0,42.0,2.0,0.0,0.0,0.0,161.0
" Узгидромет опубликовал прогноз погоды на предстоящую неделю. Узбекистанцев ждут дожди, местами сильные, температура днем будет в пределах от 6 до 11 градусов тепла.

",2023-02-13 11:55:44,positive,no,26052.0,93.0,21.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,124.0
" Спасатели из Узбекистана вытащили из-под завалов спустя почти 160 часов еще двух пострадавших при землетрясении в Турции. 

",2023-02-13 11:41:45,positive,no,25969.0,333.0,4.0,0.0,4.0,1.0,0.0,24.0,0.0,0.0,366.0
" Известный дизайнер и модельер одежды, уроженец Узбекистана Ферутдин Закиров обвиняется в России в мошенничестве с поставкой медтехники Министерству обороны. Защита обвиняемого в свою очередь полагает, что Закиров добросовестно исполнил все свои обязательства перед заказчиком. 

",2023-02-13 11:24:45,positive,no,26215.0,36.0,12.0,0.0,0.0,27.0,0.0,2.0,122.0,12.0,211.0
" Узгидромет распространил экстренное сообщение. В Узбекистане ожидаются сильные дожди, в ряде регионов возможны селе-паводковые явления. 

",2023-02-13 11:04:53,positive,no,26169.0,37.0,27.0,0.0,0.0,3.0,24.0,0.0,88.0,8.0,187.0
" В турецкий город Адана из Узбекистана прибыл пятый по счету самолет с гуманитарной помощью турецкому народу.

",2023-02-13 10:54:06,positive,no,25719.0,235.0,9.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,261.0
" В Кашкадарьинской области задержан сотрудник хокимията во время получения ""отката"". Он обещал организовать помощь в выигрыше тендера на ремонт детских садов. 

",2023-02-13 10:42:42,negative,no,25736.0,43.0,15.0,0.0,0.0,26.0,0.0,1.0,0.0,150.0,235.0
" На днях в социальных сетях распространились страшные кадры, снятые в одной из больниц Самаркандской области. На видео показана медсестра с лицом, залитым кровью. Другая сотрудница больницы лежит на каталке, ей оказывают первую помощь. 

",2023-02-13 10:37:07,negative,no,25736.0,32.0,13.0,0.0,0.0,26.0,11.0,0.0,10.0,150.0,242.0
" Самолеты и вертолеты бывшей армии Афганистана необходимо передать силам Фронта национального сопротивления (ФНС), противостоящим движению ""Талибан. Об этом заявил бывший вице-президент Афганистана, маршал Абдул Рашид Дустум

",2023-02-13 09:52:47,negative,no,26068.0,86.0,241.0,0.0,0.0,23.0,0.0,0.0,35.0,0.0,385.0
" Сегодня некоторые застройщики предлагают жильцам приобрести ""на выгодных условиях"" кладовые помещения в подвалах. Правовая сторона размещения кладовых в подвалах и их продажи вызывает дискуссии среди населения, так как подобные помещения – общее имущество собственников, считает и.о. доцента кафедры Ташкентского госуда",2023-02-13 09:20:42,positive,no,27084.0,184.0,6.0,0.0,6.0,18.0,0.0,0.0,1.0,26.0,241.0
" Правоохранители задержали в Ташкенте очередного ""художника"", рекламирующего наркотики. Как показывает практика, наркоторговцы ищут таких работников в Интернете, обещая им баснословные выплаты, но не говорят им об ответственности за подобные преступные деяния

",2023-02-13 08:57:56,negative,no,27254.0,52.0,4.0,0.0,3.0,15.0,1.0,0.0,6.0,118.0,199.0
" В Ташкенте сегодня без осадков. Ветер 3-8 м/с. Температура 7-9° тепла, сообщили в Узгидромете.

",2023-02-13 08:27:55,positive,no,27068.0,46.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
" В Ташкенте пресекли деятельность преступников, воровавших батареи и котлы из недостроенных домов

",2023-02-12 21:21:48,positive,no,28121.0,215.0,5.0,0.0,1.0,61.0,0.0,8.0,3.0,34.0,327.0
" В центре Ташкента автомобиль ""Спарк"" сбил пешехода, перебегавшего дорогу в неположенном месте. За рулем автомобиля находился 20-летний парень

",2023-02-12 20:37:51,negative,no,27835.0,30.0,15.0,0.0,6.0,2.0,207.0,4.0,0.0,78.0,342.0
 В Ташкенте начал работу централизованный пункт сбора гуманитарной помощи для турецкого народа,2023-02-12 20:11:48,positive,no,26199.0,277.0,33.0,0.0,5.0,4.0,6.0,6.0,0.0,4.0,335.0
" Узбекистан и Афганистан подписали новый договор по эксплуатации железной дороги ""Хайратон – Мазари-Шариф""

",2023-02-12 11:36:03,negative,no,28427.0,75.0,225.0,0.0,4.0,8.0,0.0,0.0,27.0,7.0,346.0
" Узбекистан, Россия и Казахстан на днях договорились ускорить работу по поставкам российского газа в нашу страну. Зачем это нужно Узбекистану, рассказываем в нашем ролике. Тему комментирует директор Центра исследовательских инициатив Ma'no Бахтиёр Эргашев. 

Подробное интервью по газовой тематике с Бахтиёром Эргашевым ",2023-02-12 09:49:48,positive,no,27130.0,379.0,52.0,0.0,9.0,11.0,0.0,1.0,0.0,14.0,466.0
" Накануне соцсети буквально взорвались от видео, снятого в одной из новостроек в Ташкенте. На кадрах видно, что стены комнат буквально испещрены большими трещинами. Люди писали, что это произошло безо всякого землетрясения, а что будет, если в стране не дай бог, произойдет чрезвычайная ситуация.

Сегодня стало известно",2023-02-12 09:41:54,negative,no,30852.0,105.0,21.0,0.0,7.0,28.0,8.0,4.0,6.0,332.0,511.0
" В Ташкенте сегодня без осадков. Ветер 3-8 м/с. Температура 4-6° тепла, сообщили в Узгидромете.

",2023-02-12 08:54:52,positive,no,27427.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
" В Ташкенте создали централизованный пункт сбора гуманитарной помощи для турецкого народа, пострадавшего от землетрясений. Он работает круглосуточно на базе торгового комплекса Tashkent Index в Янгихаетском районе

",2023-02-11 22:31:36,positive,no,29211.0,246.0,25.0,0.0,7.0,10.0,6.0,0.0,3.0,0.0,297.0
" В Ташкенте у новостройки треснула стена. В Министерстве строительства и жилищно-коммунального хозяйства пообещали разобраться с ситуацией

",2023-02-11 16:08:55,negative,no,33058.0,44.0,48.0,0.0,0.0,141.0,18.0,3.0,12.0,543.0,809.0
" Оперативники Службы государственной безопасности (СГБ) конфисковали несколько крупных партий опия и гашиша, завезенных из Таджикистана

",2023-02-11 12:12:49,positive,no,29291.0,194.0,4.0,0.0,0.0,19.0,5.0,0.0,0.0,14.0,236.0
" В Министерстве строительства и жилищно-коммунального хозяйства рассказали, как проверяются новостройки в Узбекистане на сейсмическую безопасность и в целом на качество выполненных работ. Система контроля на бумаге выглядит эффективной, однако, проходят ли застройщики все описанные этапы контроля, – это большой вопрос
",2023-02-11 11:15:52,positive,no,30210.0,87.0,45.0,0.0,0.0,311.0,0.0,5.0,25.0,106.0,579.0
" В Минэнерго опровергли сообщения о приостановке работы газовых заправок в Ферганской долине из-за похолодания.

",2023-02-11 10:05:59,positive,no,28354.0,27.0,13.0,0.0,0.0,77.0,0.0,0.0,23.0,12.0,152.0
" Рост цен на мебель в Узбекистане должен замедлиться. Шавкат Мирзиёев предоставил новые льготы производителям

",2023-02-11 09:37:45,positive,no,28354.0,80.0,17.0,0.0,1.0,141.0,0.0,0.0,11.0,0.0,250.0
" В Ташкенте сегодня без осадков. Ветер 3-8 м/с. Температура 1-3° тепла, сообщили в Узгидромете.

",2023-02-11 08:56:08,positive,no,27608.0,34.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,37.0
" В Бухарской области задержан врач, решивший подзаработать на абортах. Занимая одну из руководящих должностей в местной больнице, он, пользуясь служебным положением, обирал женщин, находившихся в сложной ситуации

",2023-02-10 20:29:11,negative,no,28798.0,112.0,27.0,0.0,8.0,7.0,10.0,5.0,10.0,184.0,363.0
" ГЛАВНЫЕ НОВОСТИ УЗБЕКИСТАНА К ВЕЧЕРУ 10 ФЕВРАЛЯ:  

 В Фергане в подвале многоэтажки организовали производство зелени

 Январские ротации в Узбекистане: создание ""суперведомства"" и смена портфелей

 Производители капусты в Узбекистане понесли огромные потери из-за аномальных холодов

 Снега не будет. Синоптики рассказ",2023-02-10 18:24:32,positive,no,28059.0,72.0,6.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,83.0
" Брат насильника и убийцы 12-летней девочки дал первое интервью. По его словам, в тот роковой день от его братишки он почувствовал запах спиртного.

",2023-02-10 17:40:21,negative,no,27760.0,27.0,20.0,0.0,0.0,9.0,38.0,0.0,0.0,353.0,447.0
" Первый грузовой состав прибыл на станцию Хайратон после возобновления железнодорожных грузоперевозок между Узбекистаном и Афганистаном.

",2023-02-10 17:28:33,positive,no,26424.0,72.0,39.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,125.0
" В Самарканде провели рейд по массажным салонам, где оказывались интимные услуги. Задержано 11 девушек с низкой социальной ответственностью. 

",2023-02-10 16:50:34,positive,no,25344.0,86.0,22.0,0.0,0.0,192.0,16.0,4.0,20.0,14.0,354.0
" Российский клуб ""Пари Нижний Новгород"" подписал контракт с одним из самых талантливых молодых футболистов Узбекистана Русланбеком Джияновым.

",2023-02-10 16:49:33,positive,no,26045.0,166.0,27.0,0.0,4.0,11.0,0.0,0.0,7.0,0.0,215.0
" Уже третьи сутки из-под завалов зданий извлекают жертв страшного землетрясения в Турции. Много горя… И тем сильнее радость, когда находят живых. В спасательных работах участвуют и специалисты из Узбекистана. На сегодня ими из-под обломков строений в общей сложности извлечены 13 пострадавших и 64 погибших.

",2023-02-10 16:34:34,negative,no,25739.0,99.0,1.0,0.0,3.0,4.0,279.0,19.0,0.0,0.0,405.0
" В Термезе велосипедист сбил женщину. 

",2023-02-10 16:30:54,negative,no,24194.0,12.0,17.0,0.0,1.0,18.0,28.0,2.0,0.0,125.0,203.0
" На трассе в Ферганской области в огромную яму провалился автомобиль Nexia. Бобров и других грызунов на этот раз привлекать к ответственности не стали, а обвинили во всем подземные воды.

",2023-02-10 15:37:38,positive,no,26438.0,20.0,2.0,0.0,7.0,315.0,29.0,0.0,6.0,118.0,497.0
" Экономике Узбекистана мешают развиваться ряд проблем, среди которых отсутствие институциональных реформ, обеднение населения, недоинвестирование, дисбаланс между промышленностью и сельским хозяйством, считает общественный деятель, публицист и писатель Исмат Кучиев.

По его словам, в стране все еще используется ""ручное",2023-02-10 15:36:10,positive,no,24735.0,100.0,7.0,0.0,4.0,35.0,0.0,0.0,11.0,2.0,159.0
" Выдающийся ученый, археолог, академик, автор десятка книг и монографий Эдвард Ртвеладзе ушел из жизни ровно один год назад. Наука Узбекистана понесла невосполнимую утрату, но память о нем жива в сердцах и душах его близких, друзей, соратников и коллег

",2023-02-10 15:00:32,negative,no,24887.0,59.0,2.0,0.0,5.0,1.0,247.0,10.0,0.0,0.0,324.0
" Цены на бензин в Ташкенте на 10 февраля. Данные UNG Petro (Узбекнефтегаз)

",2023-02-10 14:45:07,negative,no,24324.0,29.0,66.0,0.0,3.0,10.0,0.0,0.0,0.0,1.0,109.0
" Грузоперевозки между Узбекистаном и Афганистаном вновь возобновлены. Они были приостановлены 1 февраля из-за невыполнения афганской стороной взятых на себя обязательств

",2023-02-10 14:23:27,negative,no,25415.0,39.0,136.0,0.0,4.0,0.0,0.0,0.0,17.0,0.0,196.0
" Правоохранители задержали 75-летнего деда-шантажиста и его 37-летнего сообщника. Преступная парочка вымогала деньги за удаление пикантных фото и видео из Интернета.

",2023-02-10 12:42:03,negative,no,25694.0,35.0,2.0,0.0,3.0,69.0,0.0,7.0,3.0,133.0,252.0
" Шавкат Мирзиёев подписал постановление о выделении Ташкенту 584 миллиардов сумов (свыше 51 миллиона долларов) на устранение проблем, возникших из-за аномальных холодов. 

",2023-02-10 12:26:32,positive,no,27230.0,156.0,22.0,0.0,4.0,92.0,2.0,0.0,26.0,24.0,326.0
" Узгидромет опубликовал прогноз погоды на предстоящие выходные. Снега больше не будет, однако в ночные часы сохранится морозная погода. 

",2023-02-10 12:11:31,positive,no,25064.0,126.0,14.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,152.0
" Урожай белокочанной капусты в Узбекистане серьезно пострадал из-за аномальных холодов, наблюдавшихся в Центральной Азии в январе этого года. В результате цены на эту продукцию резко выросли, а объемы отгрузок на внешние рынки после этих холодов снизились более чем в 2 раза по сравнению с аналогичным периодом прошлого ",2023-02-10 11:57:26,negative,no,24858.0,35.0,48.0,0.0,1.0,11.0,165.0,0.0,0.0,3.0,263.0
