text,date,sentiment,promotional
" 28 DEKABR KUNI ERTALAB O'ZBEKISTONNING ASOSIY YANGILIKLARI:  

 23 yoshli o'zbekistonlik davlat tizimini o'zgartirishga chaqirgani uchun uch yilga qamoqqa tashlandi

  ""Doc-1 Max"" preparati tufayli 18 bolaning o'limi bo'yicha jinoiy ishda gumon qilinuvchilar GBS tergov hibsxonasiga joylashtirilgan

  Toshkent shahar IIBB ikki o'smirning ota-onasini qidirmoqda",2022-12-28 09:05:07,positive,no
" Qashqadaryo viloyatida bir guruh erkaklar, shu jumladan o'qituvchi, 14 yoshli o'spirinni ketmenning so'qmoqlari bilan shafqatsizlarcha kaltakladilar

",2022-12-28 08:58:09,negative,no
" Senat bir kun oldin yalpi majlisda alkogol, tamaki mahsulotlari va tamaki va nikotinni iste'mol qilish moslamalarini sotib olish uchun minimal yoshni 20 yoshdan 21 yoshgacha oshirishni ma'qulladi

",2022-12-28 08:40:29,positive,no
" Bugungi kunda poytaxtda ozgina yomg'ir yog'moqda. Shamol 3-8 m / s.harorat 7-9° issiqlik, deb xabar berdi O'zgidromet.

",2022-12-28 08:05:58,positive,no
" O'zbekistonda ijtimoiy tarmoqlarda ism-shariflari uchun jinoiy ish qo'zg'atildi

 Sirdaryodagi 16 yoshli qiz turmush qurishdan bosh tortgani uchun ruhiy kasalxonaga yuborilgan

 Buxoro viloyatidagi do'konlarni talon-taroj qilgan voyaga etmaganlar guruhi

 Va xavfli g'oyalar

O'zbekistondagi asosiy voqealar sharhida bu va boshqa ko'p narsalar haqida o'qing",2022-12-28 00:42:07,positive,no
" Toshkent shahar ichki ishlar boshqarmasi Shayxontohur tumanida topilgan ikki o'smirning ota-onasini qidirmoqda. 14 va 16 yoshdagi ikkita voyaga etmaganlar voyaga etmaganlar bo'yicha psixolog tomonidan topilgan

",2022-12-27 23:06:38,positive,no
" Sog'liqni saqlash vazirligi rahbari Behzod Musayev bugun, 27 dekabr kuni Samarqand viloyati sog'liqni saqlash xodimlari ""Dok-1 Maks"" preparatidan bolalarning o'limi haqidagi ma'lumotlarni vazirlikdan yashirganini ma'lum qildi

",2022-12-27 22:52:45,negative,no
" O'zbekistondan kelgan ziyoratchilar bilan avtobus Saudiya Arabistonida avtohalokatga uchradi. O'n kishi azob chekdi

",2022-12-27 22:31:47,negative,no
" ""Doc-1 Max"" preparati tufayli 18 bolaning o'limi to'g'risidagi jinoiy ishda gumon qilinuvchilar davlat xavfsizlik xizmati tergov hibsxonasiga joylashtirilgan. 

",2022-12-27 22:17:56,positive,no
" 27 DEKABR KUNI KECHQURUN O'ZBEKISTONNING ASOSIY YANGILIKLARI:  

 1 yanvardan boshlab O'zbekistonda nima o'zgaradi. Ko'rib chiqish

 O'zbekistonda korruptsiyaga jiddiy hukmga loyiq bo'lmagan keng tarqalgan va buzilmas yovuzlik sifatida qaraladi-kodir Kuliev

 18 nafar bola vafot etgan Hind preparati ""doc-1 Max"" da",2022-12-27 19:31:44,positive,no
" Terroristik tashkilotlar mafkurachilarining ta'siri ostida bo'lgan 23 yoshli o'zbekistonlik davlat tizimini o'zgartirishga chaqirgani uchun uch yil olti oyga qamoqqa tashlandi

",2022-12-27 19:15:53,positive,no
" Qoraqalpog'iston yana jinoiy yangiliklar xulosasiga kirdi, chunki nafaqat hurmatli fuqarolar, balki firibgarlar, qaroqchilar, shuningdek noqonuniy spirtli ichimliklar va boshqa qalbaki mahsulotlarni ishlab chiqaruvchilar va sotuvchilar yangi yilni nishonlashga tayyorgarlik ko'rishmoqda

",2022-12-27 18:47:18,negative,no
" Ukraina xavfsizlik xizmati (SBU) Alisher Usmonov kompaniyasiga tegishli bo'lgan ikki milliard grivnaga (taxminan 54 million dollar) 160 ming tonnadan ortiq temir rudasini hibsga oldi

",2022-12-27 18:25:15,negative,no
" Bayramdan oldingi yangi yil shov-shuvlari barchamizni osmondan mo "" jiza va sovg'alarni kutib, biroz sodda qiladi. Firibgarlar soxta kanallar va veb-saytlar yordamida fuqarolarni jalb qilish va aldash, mavjud bo'lmagan yutuqlar va boshqa yorqin tinsellarni va'da qilish orqali aynan shu holatdan foydalanishga shoshilishmoqda. 

",2022-12-27 16:56:03,negative,no
" Xalqaro ekspert, siyosatshunos va ""demokratiya va inson huquqlari instituti"" nodavlat notijorat tashkiloti asoschisi Ma'ruf Usmonov O'zbekistonning Britaniya iqtisodchisi Intelligence Unit kompaniyasining"" demokratiya indeksi "" dagi mavqeini tahlil qilib, respublikaga qisqa vaqt ichida o'z mavqeini yaxshilashga imkon beradigan muhim fikrlarni ta'kidlab o'tdi. bu",2022-12-27 16:37:49,positive,no
" Toshkentda, shuningdek, poytaxt va Sirdaryo viloyatlarida elektr ta'minoti ikkita yangi yuqori voltli uzatish liniyasini qurish orqali yaxshilanadi. 

",2022-12-27 15:37:00,positive,no
" O'zbekiston parlamentining yuqori palatasi 2023 yil uchun Davlat byudjetini ma'qulladi. Bu kamomad bo'ladi, xarajatlar daromaddan 32,5 trillion so'mga oshadi. 

",2022-12-27 15:09:46,negative,no
" MDH mamlakatlari rahbarlari rus muzeyiga tashrif buyurib, XIX asrning birinchi yarmidagi Karl Bryullov, Ivan Ayvazovskiy va Fyodor Bruni asarlari bilan tanishdilar. 

1898 yilda ochilgan rus muzeyi dunyodagi eng yirik rus san'at muzeyi hisoblanadi: uning kolleksiyasida ming yildan ortiq vaqt ichida 400 mingdan ortiq eksponatlar mavjud –",2022-12-27 14:36:11,positive,no
" Mening tilim mening dushmanim! Qashqadaryo viloyatining 44 yoshli fuqarosi Facebook ijtimoiy tarmog'ining boshqa foydalanuvchisini odobsiz so'zlar va iboralar bilan haqorat qilganida aynan shu narsani unutgan. 

",2022-12-27 14:31:58,positive,no
" MDH davlat rahbarlarining norasmiy sammiti davom etmoqda. Bugun prezidentlar nonushta paytida uchrashishdi. 

",2022-12-27 14:15:25,positive,no
" Sirdaryoda 16 yoshli qiz katta kalim tufayli majburan turmushga chiqishga harakat qilmoqda. Nikohdan bosh tortgani uchun u hatto ruhiy kasalxonaga yuborilgan. Ushbu qiz uchun yordam so'rovi zo'ravonlikka qarshi loyihani e'lon qildi NeMolchi.uz.

",2022-12-27 14:06:23,negative,no
" O'zbekistonda 1 yanvardan boshlab qonunchilikka bir qator yangi o'zgartish va qo'shimchalar kuchga kiradi. 

Eng qiziqarli yangiliklar orasida jamoat transportida imtiyozli sayohat qilish uchun transport kartalarini berishni boshlash, shuningdek, fuqarolarni shaxsni aniqlash uchun ATSga majburiy etkazib berishni bekor qilish kiradi. Keling, tahlil qilaylik",2022-12-27 12:19:24,positive,no
" Buxoro viloyatida yangi yil bayramlarida dam olish o'rniga, uch nafar voyaga yetmaganlar huquqni muhofaza qilish organlariga nima uchun do'konlarni talon-taroj qilganliklarini tushuntirish uchun mahalliy ATSga boradilar. 

",2022-12-27 11:37:59,positive,no
" 18 nafar bola vafot etgan Hindistonning doc-1 Max preparatida zaharli modda etilen glikol topilgan.

",2022-12-27 11:17:34,negative,no
" Mukarram Azimova Toshkent hokimligi matbuot xizmati rahbari-matbuot kotibi, poytaxt hokimining axborot siyosati bo'yicha maslahatchisi etib tayinlandi. 

Muqarram Azimova 1983 yilda Toshkentda tug'ilgan. Oliy ma'lumot.

2019 yildan hozirgi kunga qadar go hokimligi matbuot xizmatining bosh mutaxassisi lavozimida ishlagan",2022-12-27 10:54:29,positive,no
" Huquq-tartibot idoralari xodimlari Andijonlik ikki yosh firibgarni hibsga olishdi, ular Telegram messenjeri yordamida onlayn o'yinlar uchun soxta akkauntlarni sotishdi. Tergov natijalariga ko'ra, soxta tadbirkorlarning ""biznesi"" oqimga qo'yildi

",2022-12-27 10:21:40,positive,no
" Putin Sankt-Peterburgdagi norasmiy sammitda MDH mamlakatlari prezidentlariga uzuk-muhrlarni sovg'a qildi. Sovg'a yangi yilga to'g'ri keladi.  

2023 yil uzuklarga o'yilgan, sammit o'tkaziladigan joy Sankt-Peterburg va kelayotgan yangi yil bilan tabriklar.

",2022-12-27 09:37:36,positive,no
" 27 DEKABR KUNI ERTALAB O'ZBEKISTONNING ASOSIY YANGILIKLARI:  

 Bank xodimlari xizmat mavqeidan foydalanib, mijozlarning pullarini o'zlashtirdilar

 Markaziy bank ""Turkiston"" bankining aldangan omonatchilarini sudga yubordi

 Yo'qotishlarning achchiqligi qalbda ko'p narsani o'zgartirdi. O'zbekistonning Afg'onistondagi harbiy harakatlar haqidagi hikoyasi

 Siz bu erda joy emassiz",2022-12-27 09:21:07,negative,no
" Korrupsiyaga qarshi kurash bo'yicha xalqaro ekspert kodir Kuliev O'zbekistonda korrupsiyaga qanday munosabatda bo'lishini aytib berdi. Uning so'zlariga ko'ra, mamlakatimiz aholisi bu hodisani jiddiy qoralashga loyiq bo'lmagan muqarrar yovuzlik deb biladi

",2022-12-27 09:08:07,positive,no
"24 karatli oltin parchalari bilan OCARD har qanday bayram uchun hashamatli sovg'a bo'ladi

Hech bir bayram sovg'alarsiz to'liq bo'lmaydi. Bu ko'p qirrali va maqom sovg'asi bo'lib, u turli yoshdagi erkaklar va ayollar, biznes sheriklar, shuningdek, eksklyuziv va hashamatli haqiqiy biluvchilar uchun juda mos keladi. Shuningdek",2022-12-27 09:02:01,negative,yes
" Farg'ona viloyat sudi bir guruh shaxslar tomonidan Davlat mablag'larini o'g'irlash to'g'risidagi rezonansli ish bo'yicha qaror chiqardi, ular orasida Andijonning sobiq hokimi, shuningdek, ushbu shahar prokurori ham bor edi. Jinoyat ishi doirasida jami 45 nafar shaxs ishtirok etdi. 

",2022-12-27 08:42:39,positive,no
" Bugungi kunda poytaxtda yog'ingarchilik yo'q. Shamol 5-10 m / s.harorat 10-12° issiqlik, deb xabar beradi O'zgidromet.

",2022-12-27 08:08:47,positive,no
" Sanvikt nogiron bolalar uchun noyob san'at markazi yopilish xavfi ostida

 ""Turkiston"" bankining aldangan omonatchilari prezidentga yordam so'rab murojaat qilishdi

 Afg'onistonda jang qilgan o'zbekistonliklar tinch hayotga qanday qaytishdi

 Shuningdek, firibgar bankirlar

Bu va bo hqa ko'p nar alar haqida hl",2022-12-26 23:23:07,positive,no
" Bolalar Ombudsmani Aliya Yunusova Hindistonning ""doc-1 Max""preparatini qabul qilganidan keyin to'rt viloyatdan 18 nafar bola vafot etganini e'lon qildi

",2022-12-26 23:02:01,negative,no
" Xususiy aksiyadorlik-tijorat Hi-Tech bank O'zbekiston Markaziy bankining bankni tugatish jarayoniga start bergan litsenziyani bekor qilish to'g'risidagi qarorini haqiqiy emas deb topish talabi bilan sudga murojaat qildi

",2022-12-26 22:31:55,positive,no
" Kunning fotosurati: Mirziyoyev va Lukashenko MDHning Sankt-Peterburgdagi norasmiy sammitida 

",2022-12-26 19:29:32,positive,no
" Farg'ona viloyatida haydovchi chegarachini qasddan urib tushirgan va voqea joyidan qochib ketgan.

",2022-12-26 19:13:48,negative,no
" Tenge Bank yangi yil aktsiyalarini o'tkazmoqda

Bayramlar arafasida bank bir vaqtning o'zida 2 ta aksiya o'tkazadi, uning doirasida 3% keshbek va 20 000 so'm qo'shimcha bonus olish mumkin.

Reklama huquqlari bo'yicha

",2022-12-26 19:00:17,negative,yes
" 26 DEKABR KUNI KECHQURUN O'ZBEKISTONNING ASOSIY YANGILIKLARI:  

 Toshkentda avariya natijasida tez yordam mashinasi ag'darilib ketdi. Video

 Bolalar qanday omon qolishdi. Suriya va Iroqdan qaytgan yosh repatriantlarning hikoyalari

 +15 gacha. Sinoptiklar haftadagi ob-havo haqida gapirishdi

 Samarqand viloyatida onaga nisbatan jinoiy ish qo'zg'atildi",2022-12-26 18:25:00,positive,no
" Qarshi shahridagi shifoxonalardan birida gaz portlashi yuz berdi. Ikki kishi azob chekdi

",2022-12-26 17:56:12,negative,no
" ""Turkiston"" bankida aldanib qolgan omonatchilar O'zbekiston prezidentidan bank hisob raqamlarida qolib ketgan pul mablag'larini qaytarib berish to'g'risida qaror qabul qilishni so'rashdi. Markaziy bank tomonidan o'tkazilgan tergov natijalariga ko'ra, fuqarolarning huquqlari ""hurmat qilinmaganligi""aniqlandi. Biroq, regulyator grazdni yubordi",2022-12-26 16:34:48,negative,no
" Shavkat Mirziyoyev Sankt-Peterburgga amaliy tashrif bilan keldi. Bugun davlat rahbari mustaqil davlatlar Hamdo'stligining norasmiy sammitida ishtirok etadi. Tadbir kun tartibiga tashkilot doirasida ko'p tomonlama hamkorlikni kengaytirishning dolzarb masalalari kiritilgan.

",2022-12-26 16:19:39,positive,no
" Accor, jahonning yetakchi mehmonxona guruhi O'zbekistonda yangi mehmonxona-Mercure Bukhara Old Town ochdi. Buxoroning markazida joylashgan yangi mehmonxona eski shaharning me'moriy ansambliga uyg'un tarzda kiritilgan haqiqiy dizayni bilan e'tiborni tortadi.  

",2022-12-26 15:39:15,positive,no
" 1979-1989 yillarda Afg'onistonda xizmat qilganlarning har biri o'z tarixiga ega. Urush ularni endi mavjud bo'lmagan davlat uchun qahramon qildi, lekin ular o'zlari uchun kim bo'lishdi?

O'zbekistonlik Rinat Fayzullin 1985 yilda qurol olib, mujohidlar bilan urushga borishi kerak edi. Tinch va muvozanatli yo h odam bo'li h",2022-12-26 15:11:20,positive,no
" O'zbekiston davlat jahon tillari universiteti o'qituvchisi Azizxon Rahmonov""chegarasiz o'qitish"" xalqaro tanlovida g'olib bo'ldi

",2022-12-26 14:59:37,positive,no
" ""Termiz"" xalqaro aeroporti ochilishi munosabati bilan Uzbekistan Airways 26 dekabrdan boshlab quyidagi yo'nalishlar bo'yicha muntazam aviareyslarni tiklaydi: ""Toshkent – Termiz-Toshkent"", ""Termiz-Moskva-Termiz"", ""Termiz-Sankt-Peterburg-Termiz"".

",2022-12-26 14:49:25,positive,no
" Namangandagi banklardan birining xodimlari xizmat mavqeidan foydalanib, mijozlarning pullarini o'zlashtirdilar

",2022-12-26 14:42:54,negative,no
" Surxondaryo viloyatining yangi hokimi etib tayinlandi. Ushbu lavozimni ""vazifasini bajaruvchi"" prefiksi bilan ilgari Toshkent prokuraturasini boshqargan Ulug'bek Kosimov egalladi

",2022-12-26 13:42:29,negative,no
" Bir kun oldin ijtimoiy tarmoqlarda onasi eri bilan ziddiyat tufayli yosh bolani shafqatsizlarcha kaltaklagani aks etgan video tarqaldi. Bugun ma'lum bo'ldiki, voqea Samarqand viloyatining Urgut tumanida sodir bo'lgan, mahalliy huquq-tartibot idoralari xodimlari ushbu holat yuzasidan jinoiy ish qo'zg'atgan.

",2022-12-26 13:24:49,negative,no
" O'zgidromet kelgusi hafta uchun ob-havo prognozini e'lon qildi. Haftaning birinchi yarmida kunduzgi harorat 15 darajaga etadi va dam olish kunlariga yaqinroq-2-7 darajaga tushadi

",2022-12-26 11:27:32,positive,no
" O'zbekiston 2019 yildan 2021 yilgacha Suriya, Iroq va Afg'onistondagi qurolli mojarolar zonalaridan fuqarolarni qaytarish bo'yicha beshta maxsus ""mehr"" (Mehribonlik) operatsiyasini o'tkazdi. Natijada hukumat 100 dan ortiq ayol va 380 nafar bolani olib ketishga muvaffaq bo'ldi. Hujjatlarni tikla h uchun murakkab va uzoq jarayondan o'ng, huningdek",2022-12-26 11:01:05,positive,no
" Termiz aeroporti rekonstruksiya qilinganidan so'ng ochilgan. 26 dekabr kuni u Toshkentdan Uzbekistan Airways aviakompaniyasining 146 nafar yo'lovchisi bilan birinchi reysini qabul qildi

",2022-12-26 10:28:38,positive,no
" Yangiyulda Nexia yo'lda bo'linish ustuniga urildi. Baxtsiz hodisa natijasida hech kim jarohat olmadi. Avtohalokat haydovchining to'qnashuvdan qochishga uringanligi va boshqaruvni yo'qotganligi sababli sodir bo'ldi. 

",2022-12-26 10:14:22,negative,no
" Shavkat Mirziyoyev mustaqil davlatlar Hamdo'stligiga a'zo davlatlar rahbarlarining norasmiy sammitida ishtirok etish uchun Sankt-Peterburg shahriga amaliy tashrif bilan jo'nab ketdi.

Sammitda Hamdo'stlik mamlakatlari rahbarlari o'tgan yilning asosiy natijalarini sarhisob qiladilar va amaliy hamkorlikning ustuvor yo'nalishlari bo'yicha fikr almashadilar.
",2022-12-26 10:01:41,positive,no
" Toshkentda avariya natijasida tez yordam mashinasi ag'darilib ketdi

",2022-12-26 09:50:51,negative,no
" HUAWEI nova 10 sizning hayotingizga qanday mos keladi?

HUAWEI Nova smartfonlarining har bir avlodi ilg'or texnologiyalar asosida yaratilgan va zamonaviy dizayn, kuchli kameralar, mukammal funksionallik va aqlli o'zaro ta'sirda aks ettirilgan innovatsiyalar mafkurasini o'zida mujassam etgan. Yangi HUAWEI nova 10 ushbu ideoloni meros qilib oldi",2022-12-26 09:31:53,positive,yes
" 20 yildan ortiq vaqt davomida nogiron bolalarga san'at olamida o'zlarini topishga yordam berib kelayotgan Sanvikt Toshkent nogiron bolalar badiiy markazi tarixi endi yakunlanish arafasida turibdi. 

1999 yilda ta hkil etilgan kundan 2016 yilgacha markaz oliqdan ozod qilindi, ammo 2017 yildan bo hlab",2022-12-26 09:14:35,negative,no
" O'ZBEKISTONNING HAFTADAGI ASOSIY YANGILIKLARI: SIZ O'TKAZIB YUBORGAN BARCHA QIZIQARLI NARSALAR  

 U baribir yo'lda yoki bu erda o'ladi. Afg'onistonda jang qilgan o'zbekistonliklar nimaga duch kelishdi

Afg'onistondagi urush minglab yosh yigitlarning hayotini ""oldin"" va ""keyin""ga ajratdi. Urushdan qaytgach, ko'pchilik orzularini ko'mdi",2022-12-26 08:20:40,positive,no
" Bugungi kunda poytaxtda yog'ingarchilik yo'q. Ertalab tuman bo'lishi mumkin. Shamol 3-8 m / s.harorat 10-12° issiqlik, deb xabar berdi O'zgidromet.

",2022-12-26 08:07:58,positive,no
" Toshkentda Onix va Tracker uchun yangi CSS Prime dvigatellari ishlab chiqarilishi boshlangan. Video 

Ushbu dvigatellarning o'ziga xos xususiyati yuqori ishlab chiqarish qobiliyati, kam yoqilg'i sarfi va turbinaning mavjudligi. Ushbu liniya 66 kVt (89 l / s) quvvatga ega CSS Prime 1.2 lif atmosfera dvigateli, shuningdek, Turbo CSS bilan ta'minlangan.",2022-12-25 21:37:43,positive,no
" Kuchukchani yangi yil oldidan baxtli qutqarish g'amxo'r ayol va Farg'ona viloyati Quvasoy shahridagi favqulodda vaziyatlar vazirligi (FVV) xodimlarining tezkor harakatlari tufayli sodir bo'ldi

",2022-12-25 20:05:32,positive,no
" Kontrabandachilar pirojnoe qutilarida pirotexnika olib yurishga harakat qilishdi. 

",2022-12-25 19:58:07,negative,no
" Huquq-tartibot idoralari xodimlari Toshkentda ishonchli yo'lovchilardan olingan telefonlarni sotish orqali foyda olishga qaror qilgan ikki gopstopnikni hibsga olishdi

",2022-12-25 11:21:45,negative,no
" Toshkentning Bektemir tumanida Rossiya ""svetofor""diskounterining arzon narxlari do'koni ochildi. Katta mahalliy supermarketlarga o'rganib qolgan o'zbekistonlik uchun bu yangilik bo'ladi. Aksincha, bu hatto do'kon emas, balki xaridorlar o'zlari xohlagan narsani tanlashlari mumkin bo'lgan katta ombor

",2022-12-25 10:06:37,positive,no
" Ulug ' Vatan urushi butun sovet xalqi uchun qiyin sinov bo'ldi. U har bir oilaga qayg'u va ko'z yoshlarini olib keldi, yuraklarida o'chmas izlar qoldirdi. To'rt yil davomida sovet xalqi uzoq kutilgan g'alaba kunini yaqinlashtirib, fashistik qo'shin bilan fidokorona kurashdi.

Afsuski, har yili bizning jasoratimiz",2022-12-24 10:09:18,positive,no
" Toshkentdagi UzAuto Motors Powertrain motor zavodida tantanali sharoitda yangi ishlab chiqarish liniyasi ishga tushirildi. Ushbu tadbirni O'zbekistonning barcha avtomobilsozlik sanoati uchun eng muhim voqea deb atash mumkin. Zavodda yangi CSS Prime dvigatellari oilasi ishlab chiqariladi.

Ushbu dvigatellar o'rnatiladi ",2022-12-24 10:01:43,negative,yes
" Buxoroda kobalt haydovchisi piyodalar o'tish joyida ikkita voyaga etmaganni urib tushirdi

",2022-12-24 09:53:58,negative,no
" Poytaxtda Inkuzart rassomining yangi grafiti paydo bo'ldi. Ko'rinishidan, u zamonaviy insonning intilishlariga va ko'pchilik uchun asosiy qo'llanma – dollarga bag'ishlangan.

",2022-12-24 09:36:56,positive,no
" Boshqa kuni Toshkentning Chilonzor tumanida shikastlangan avtomobillarning fotosuratlari ijtimoiy tarmoqlarda tarqaldi. Foydalanuvchilarning yozishicha, hududda to'xtab turgan mashinalardan o'g'irlik qilgan o'g'rilar ishlaydi. GUVD 17 yoshli o'spirin bo'lgan tajovuzkorni qo'lga olgani haqida xabar berdi.

",2022-12-24 09:19:38,negative,no
" Toshkentda tez orada poytaxt sharqidagi ""yangi O'zbekiston"" bog'i yonida joylashgan rabad tarixiy nomi bilan zamonaviy qurilish markazi ish boshlaydi. Yaqinda shahar munosib ravishda kengaytirildi va ilgari Kibray tumani bo'lgan bog'ning maydoni endi Yashnabodning bir qismidir.

Tashqi ko'rinishi",2022-12-24 09:00:05,positive,yes
" Ruslar yangi yil ta'tilini o'tkazish uchun O'zbekistonni tez-tez tanlay boshladilar. Tailand, Turkiya va Birlashgan Arab Amirliklari bilan bir qatorda, mamlakatimiz Yandex Travel xizmatiga ko'ra yanvar oyining eng mashhur beshta yo'nalishi qatoriga kirdi.

",2022-12-24 08:46:43,positive,no
"Ichki ishlar vazirligi ma'lumotlar bazasi va yo'l harakati xavfsizligi saytining buzilishini rad etdi 

""Ijtimoiy tarmoqlarda va Telegram messenjer kanallarida Toshkent shahar IIBB SBDD sayti va ma'lumotlar bazasi buzilganligi haqida xabar berilgan ma'lumotlar tarqatilmoqda. Bu ma'lumot haqiqatga to'g'ri kelmaydi"", - deya xabar beradi ichki ishlar vazirligi. 

",2022-12-24 08:36:27,positive,no
" Yangiliklar agentligi Podrobno.uz ""halol qarash""xalqaro media mukofoti g'olibi bo'ldi.

",2022-12-24 08:32:48,positive,no
" Boshqa kuni ijtimoiy tarmoqlarda poytaxt aholisining xabarlari paydo bo'ldi, ular tunda o'g'rilar kvartiralarga kirishga harakat qilishgan deb da'vo qilishdi. Shu bilan birga, tajovuzkorlar juda beparvolik bilan harakat qilishdi, hatto ijarachilar hali uxlamagan kvartiralarda ham eshiklarni ochishga harakat qilishdi.

Ichki ishlar boshqarmasida videokuzatuv kameralari tufayli ular buni amalga oshiradigan odamni topdilar",2022-12-24 08:18:20,positive,no
" Bugungi kunda poytaxtda yog'ingarchilik yo'q. Ertalab tuman bo'lishi mumkin. Shamol 3-8 m / s.harorat 5-7° issiqlik, deb xabar berdi O'zgidromet.

",2022-12-24 08:12:09,positive,no
" Toshkent viloyatida ikki nafar o'smir pirotexnika hunarmandchiligini tashkil etdi

",2022-12-24 07:53:23,positive,no
" O'zbekistonda 2023 yil 1 yanvardan boshlab ma'muriy islohotlar boshlanadi. Vazirliklar va idoralar soni 61 foizdan 28 taga qisqartirilib, davlat organlarining umumiy soni 30 foizga kamaytiriladi.

",2022-12-24 07:26:17,positive,no
" Samarqandlik zo'rlovchi Pedofil atigi 12 yillik qamoq jazosiga hukm qilindi

 Mutaxassis O'zbekistonda dori-darmonlar nega qimmatlashganini aytib berdi

 O'zbekistonlik yosh vokalist "" Golos. Bolalar""

 Shuningdek, u otni otda to'xtatadi, yonayotgan kulbaga kiradi

Bu haqda va bo hqa ko'p nar alar haqida umumiy",2022-12-23 23:31:36,positive,no
" Namangan viloyatidagi maktablardan birining qozonxonasi foydalanishga yaroqsiz bo'lgan paxta yog'i ishlab chiqarish bo'yicha yashirin sexga aylandi

",2022-12-23 23:25:26,negative,no
" Joriy yilda O'zbekistonda uglerod oksidi bilan zaharlanish bilan bog'liq 90 dan ortiq holat ro'y berdi. Achinarlisi shundaki, 146 kishi halok bo'ldi va 50 kishi jarohat oldi

",2022-12-23 21:35:41,negative,no
" ""O'zbekiston temir yo'llari"" bugun, 23 dekabr kuni yangi platskart tipidagi yo'lovchi vagonlarini taqdim etdi.

Shuni ta'kidlash kerakki, o'rindiqning yangilangan modeli avvalgilaridan sezilarli darajada farq qiladi. Bu erdagi har bir joy maxsus parda bilan jihozlangan bo'lib, uni tortib olish va javoningizni yopishga aylantirish mumkin",2022-12-23 20:42:17,positive,no
" Huquq-tartibot idoralari xodimlari Toshkentdagi xususiy uydan pul va zargarlik buyumlari bilan seyfni o'g'irlagan ikki ayolni hibsga olishdi. Umuman olganda, o'g'rilar 97 ming dollarga boyib ketishlari mumkin edi. Biroq, biror narsa noto'g'ri ketdi.

",2022-12-23 20:01:52,positive,no
" Samarqanddagi 63-umumta'lim maktabining 13 yoshli o'quvchisi homilador bo'lgan zo'rlovchi Pedofil endi 12 yil davomida qamoqda qilgan yovuzligining barcha ""jozibalarini"" o'rganadi

",2022-12-23 19:41:03,positive,no
" Toshkentdagi ko'p qavatli uylarda aylanma nasoslar o'rnatila boshlandi. Mutaxassislarning fikriga ko'ra, ular bosimni oshirishga va issiq suv aylanishini optimallashtirishga, shuningdek, turar-joy binolarida isitishni yaxshilashga yordam beradi. Shu bilan birga, qo'shimcha uskunalarni o'rnatish amaldagi tariflarga ta'sir qilmaydi.

",2022-12-23 19:28:49,positive,no
" Shavkat Mirziyoyev 2023-yilda qo'shimcha dam olish kunlarini belgilash va ayrim dam olish kunlarini keyinga qoldirish to'g'risidagi farmonni imzoladi. Hujjatga ko'ra, o'zbekistonliklar yangi yilga to'rt kun dam olishadi

",2022-12-23 18:39:52,positive,no
" 23-DEKABR KUNI KECHQURUN O'ZBEKISTONNING ASOSIY YANGILIKLARI:  

 O'zbekistonlik bola bu mavsumda g'alaba qozonishi kerak. Firdavs Avezov "" Golos. Bolalar "" birinchi kanalda

 O'zbekistonning yangi xususiy aviakompaniyasi Panorama Airways o'zining birinchi parvozini amalga oshirdi

 Uch bola xususiy yong'in paytida tiriklayin yonib ketdi",2022-12-23 18:34:46,positive,no
,2022-12-23 18:27:18,positive,no
" Kecha Qozog'iston va O'zbekiston prezidentlari yangi loyihani – Toshkent yaqinidagi eng yirik transport-logistika markazini qurishni boshlashdi. Loyihaning operatori PTC Holding RTS - sa sho'ba kompaniyasi bo'ladi. Markazning o'zi Toshkent viloyati Yangiyo'l tumani hududida, O'zbekiston Respublikasi",2022-12-23 18:07:32,positive,no
" Ajisept yangi yil kayfiyatini himoya qilmoqda

Yangi yil arafasi har doim shov-shuv, sovg'alar uchun xarid qilish, ishda shoshqaloqlik va bayramona kechki ovqat uchun oziq-ovqat xarid qilishdir. Ba'zan sizda hech narsa yo'qdek tuyuladi va bu tartibsizlikda siz kichik narsalarni unutasiz. Masalan, biz issiq savdo markazidan chiqdik, tovuqlarni mahkamlashni unutdik",2022-12-23 18:00:13,positive,yes
" O'zbekiston va Saudiya Arabistoni Qoraqalpog'istonda yangi shamol elektr stansiyasini qurish to'g'risida bitim imzoladilar.

",2022-12-23 16:22:22,positive,no
" O'zbekiston Xitoydan katta miqdordagi avtobuslarni import qilishni rejalashtirmoqda.

",2022-12-23 15:19:00,positive,no
" UZTELECOM 23gb bayram Internet-paketini foyda bilan taqdim etadi

UZTELECOM mobil aloqa abonentlari uchun 23 ming so'mlik 23 GB bayram Internet-paketini taklif etadi. Aksiya 2022-yil 23-dekabrdan 31-dekabrgacha amal qiladi.

Reklama huquqlari bo'yicha

",2022-12-23 15:01:40,positive,yes
" Qoraqalpog'istonda Karatau aroq ishlab chiqarish bo'yicha yashirin sex tashkil etgan bir guruh shaxslar hibsga olingan. 

",2022-12-23 13:50:17,positive,no
