date,text,sentiment,promotional
2023-02-24 15:33:34,Qashqadaryoga qilgan safari chog'ida O'zbekiston prezidenti qarshi shahridagi oliy harbiy aviatsiya bilim yurti kursantlarining jangovar tayyorgarligi bilan tanishdi va ular bilan birga armiya oshxonasida ofitserlar bilan birga tushlik qildi.,positive,no
2023-02-24 15:13:03,"O'zbekistondagi olimlar issiqlik, qurg'oqchilik va suv toshqini bilan bog'liq iqlim xavfini baholash uchun onlayn panel ishlab chiqdilar. Bu sizga qaerda va qanday ekinlarni ekish yaxshiroq, qachon va nimadan qo'rqish kerakligini aniqlashga yordam beradi. Ishlab chiquvchi panelni kelgusi yillar davomida iqlim prognozi bilan to'ldirish niyatida.",positive,no
2023-02-24 15:03:55,Markaziy Osiyoda issiq daldırma galvanizli va polimer qoplamali sovuq haddelenmiş choyshab prokatining yirik ishlab chiqaruvchilardan biri — Toshkent metallurgiya zavodi — uzbuild2023 ko'rgazmasida (reklama huquqi bilan) korxona stendiga tashrif buyurishga taklif qiladi.,positive,yes
2023-02-24 13:47:36,"O'zbekistonda muqobil energiya obyektlari, shu jumladan quyosh panellari va elektr stansiyalarini ishga tushirish uchun ajratiladigan kreditlar bo'yicha xatarlar 1 dekabrgacha nolga tenglashtirilishi mumkin. Moliyachi Otabek Bakirovning so'zlariga ko'ra, kelgusi yildagi ushbu qaror muammoli kreditlar bo'yicha ikki xonali raqamlarga olib kelishi mumkin.",positive,no
2023-02-24 12:59:08,Turkiyaning taniqli bolalar onkogematologlaridan biri savash Kansoy Toshkentda bemorlarga bepul maslahat beradi (reklama huquqi bilan).,positive,yes
2023-02-24 12:52:28,Oliy Majlis Qonunchilik palatasining ikki mas'ul qo'mitasi bugun Konstitutsiyaga o'zgartirishlar kiritish to'g'risidagi qonun loyihasini ko'rib chiqadi. Hujjat noyabr oyida qayta ko'rib chiqish uchun yuborilgan.,negative,no
2023-02-24 11:56:53,"""Hozir qadrli bo'lgan narsa-bu inson hayoti."" Ukrainadagi o'zbeklar va ukrainaliklar-urush davridagi hayot haqida

Bir yil oldin, 24 fevralda Rossiya Ukrainaga bostirib kirishni boshladi. O'sha kuni ""Газета.uz"" Ukrainadagi vatandoshlardan va ushbu mamlakat fuqarolaridan ularning shaharlarida nima sodir bo'layotgani va mahalliy hokimiyat qanday choralar ko'rayotgani haqida so'radi. Urushning bir yilligi munosabati bilan biz ular bilan yana bog'landik va bir yil ichida nima o'zgarganini bilib oldik.",negative,no
2023-02-24 11:25:02,"Toshkentdagi Chilonzorning 7-kvartalidagi bazalt plitalari bilan uylarni isitish deyarli tugadi. Aholining bir qismi loyihadan mamnun, boshqalari ""ta'mirlash""bilan birga keladigan kamchiliklar va shafqatsiz obodonlashtirishdan xafa.

Quruvchilar old bog'larning to'siqlarini demontaj qiladilar, yashil maydonlarni yulib tashlaydilar, o'rniga ignabargli daraxtlar ekadilar. Ijarachilar hokimiyat ular bilan maslahatlashmaganidan va mahalliy hududni shahar aholisiga tegishli bo'lmagandek tasarruf etishidan norozi. 

Aholi, shuningdek, poytaxt ichki ishlar boshqarmasi ko'magida Mushukkent loyihasi doirasida o'rnatilgan mushuk uylarini tozalashga majbur.

Biz suhbatlashgan odamlar bu ishni mamlakat rahbariyati qabul qiladi deb taxmin qilishmoqda.",negative,no
2023-02-24 11:10:00,"Xitoy Ukraina inqirozini siyosiy hal qilish bo'yicha 12 banddan iborat o'z pozitsiyasini taqdim etdi. Unda ""sovuq urush tafakkurini chetga surib qo'yish"" va barcha mamlakatlarning suverenitetini hurmat qilish zarurligi, shuningdek, yadro qurolidan foydalanishga yo'l qo'yilmasligi haqida gap boradi.",positive,no
2023-02-24 10:59:09,Imperial Club City ishlab chiqaruvchisi 33 oygacha chegirmalar va uzoq muddatli to'lovlarni e'lon qildi (reklama huquqi bilan).,negative,yes
2023-02-24 10:48:25,Toshkent viloyati Bekobod tumanida Cobalt haydovchisi boshqaruvni yo'qotib qo'ydi va mashina kanalga tushib ketdi. Jabrlanganlar yo'q.,positive,no
2023-02-24 10:21:20,"O'zbekiston prezidenti Qashqadaryo viloyatiga jo'nab ketdi. U mahallalar, ta'lim muassasalari va sanoat korxonalariga tashrif buyuradi, dedi uning matbuot xizmati.",positive,no
2023-02-24 09:13:11,"AQSh davlat kotibi Entoni Blinken kelasi hafta O'zbekistonga tashrif buyurib, bir qator ikki tomonlama va mintaqaviy masalalar bo'yicha hamkorlikni rivojlantirishni muhokama qiladi. Shuningdek, u mintaqa mamlakatlari TIV rahbarlarining C5+1 formatidagi uchrashuvida ishtirok etadi.",negative,no
2023-02-24 09:02:31,"BMT bosh Assambleyasi Ukrainada keng qamrovli va mustahkam tinchlikka, shu jumladan Rossiya federatsiyasi qo'shinlarini Ukraina hududidan zudlik bilan va so'zsiz olib chiqishga imkon berish zarurligi to'g'risida qaror qabul qildi. O'zbekiston 32 mamlakat orasida ovoz berishda betaraf qoldi.",positive,no
2023-02-23 19:09:17,"Tez yordam xizmati uchun yana 117 ta Volkswagen Caddy avtomobili O'zbekiston mintaqalariga jo'natildi. O'tkazilgan mashinalarning umumiy soni 337 taga yetdi, yana 640 ta mashina sotib olish rejalashtirilgan. Eskirgan damasni yangi avtomobillar bilan almashtirish rejalashtirilgan.",positive,no
2023-02-23 18:28:13,"Toshkentda masjid yonidagi yo'lovchilar bilan suhbatda ularni diniy me'yorlarga asoslanib chekishni tashlashga chaqirgan yigit jarimaga tortildi. Ichki ishlar vazirligi sog'lom turmush tarzini targ'ib qilish muhim, ammo fuqarolarning konstitutsiyaviy huquqlariga aralashish mumkin emasligini ta'kidladi.",positive,no
2023-02-23 18:15:44,Buxoro viloyati IIBni qariyb 6 yil boshqargan Shuhrat Aliyev Namangan viloyati IIB boshlig'i etib tayinlandi.,positive,no
2023-02-23 16:59:08,"""O'zmilliybank"" va Xitoy davlat taraqqiyot banki yirik investitsiya va infratuzilma loyihalarini (reklama huquqi asosida) amalga oshirish to'g'risida bitim tuzdilar.",positive,yes
2023-02-23 16:38:45,"Shoir Usmon Nasirning ismi Yunusobod tumanidagi ko'chalardan biriga berilgan.u Amir Temur prospektini Oloy bozori ko'chasi bilan bog'laydi. Toshkentda ilgari uning nomi yozilgan ko'cha bor edi, hozirda u shoir shot Rustaveli nomini olgan.",positive,no
2023-02-23 16:20:00,O'zbekiston Markaziy banki tomonidan 24 fevraldan boshlab belgilangan valyuta kurslari.,negative,no
2023-02-23 15:58:22,"Ukrainaning Toshkentdagi elchisi Nikolay Doroshenko ""Газете.uz"" Rossiya bosqini boshlanganining bir yilligi arafasida u o'z mamlakati hozir nimalarni boshdan kechirayotganini, Ukraina va O'zbekiston o'rtasidagi munosabatlar qanday ahvolda ekanligini, Ukraina hamkorlik istiqbollarini va o'zbek tomondan yordam haqida qanday fikrda ekanligini aytib berdi.",positive,no
2023-02-23 15:30:08,Transport vazirligi 22 fevral kuni Orenburg viloyatida ag'darilgan avtobusning 29 yo'lovchisi orasida O'zbekiston fuqarolari yo'qligini ma'lum qildi.,negative,no
2023-02-23 15:02:08,"Ashley Home Store-ning Amerika mebel salonlari Winter Closeout Sale-ning mavsumdan tashqari eng yirik aktsiyalaridan birini boshladi.

Faqat 28 fevralgacha mebelning barcha assortimenti -25% dan -40% gacha chegirmalarga ega%

Butun uy mebellari, dekoratsiya, to'qimachilik va aksessuarlarni Amerikaning eng yaxshi an'analarida hozir sotib olish mumkin.

Tovarlar soni cheklangan.

Telefon: (+998) 95-325-50-50.

Manzil: Bahodir ko'chasi, 2/1
Filial: Arca Mebel savdo markazi

Instagram | Telegram | Facebook

Reklama.",negative,no
2023-02-23 14:30:37,"Toshkentda toksikologiya markazini tashkil etish Sog'liqni saqlash vazirligi va JSST tomonidan o'tkazilgan seminarda muhokama qilindi. Ta'kidlanishicha, ishlatiladigan kimyoviy moddalar hajmining ko'payishi, ularni internetda sotish va bilimlarning etishmasligi sog'liqni saqlash tizimiga qo'shimcha xavf tug'diradi.",positive,no
2023-02-23 14:14:50,"Toshkentda erkak tug'ilishidan uch kun oldin egizaklarga homilador bo'lgan xotinini bo'g'ib o'ldirgan. Marhumning qarindoshlari, er-xotin ""agar qizlar bo'lsa, bolalar kerak emas""deb janjallashishgan. Ta'kidlanishicha, agar turmush o'rtog'i darhol xotinining o'limi haqida xabar bergan bo'lsa, chaqaloqlarni qutqarish mumkin edi.",negative,no
2023-02-23 13:51:32,"Toshkent shahar hokimligining raqamli rivojlanish departamenti raqamli texnologiyalar vazirligi tasarrufiga o'tadi va O'zbekistonning barcha hududlarida raqamlashtirish bilan shug'ullanadi. Bu haqda prezident yig'ilishida ma'lum bo'ldi. Shuningdek, it markazlari bitiruvchilarni ishga joylashtirish uchun subsidiyalar olishlari mumkinligi aytilgan.",positive,no
2023-02-23 13:22:20,"Hafta oxirida sovuq front O'zbekistonga kechasi -5 darajagacha qisqa sovuq olib keladi. Yomg'ir va qor kutilmoqda, ba'zi joylarda kuchli.",negative,no
2023-02-23 13:05:52,"AhadMix Group innovatsion, sozlanishi LED ekranlarda reklama joylashtirish xizmatlarini taklif etadi.

Yo'l harakati xavfsizligi va elektr energiyasini tejash uchun barcha AhadMix Group monitorlari yorug'lik sensori bilan jihozlangan. Shu sababli, kechqurun LED ekranlarining yorqinligi darajasi avtomatik ravishda qulay ko'rsatkichlarga tushiriladi. Kechqurun ekranlar haydovchilarni ko'r qilmaydi va noqulaylik tug'dirmaydi.

Bahor davomida tadbirkorlar uchun maxsus taklif mavjud.

Telefon: (+998) 94-657-33-33.
Instagram: 

Reklama.",positive,yes
2023-02-23 11:23:08,"2018 yilda Qozog'istondan olib kelingan Maksim ismli jirafa Farg'ona hayvonot bog'ida vafot etdi. Hayvonot bog'i direktorining aytishicha, jirafa qattiq sovuq paytida kasal bo'lib qolgan. O'sha kunlarda ba'zi qushlar ham vafot etdi.",negative,no
2023-02-23 10:38:37,Qashqadaryo prokurori Salom Samadov O'zbekiston bosh prokurorining o'rinbosari etib tayinlandi. 2017-2018 yillarda u bu lavozimda ishlagan.,negative,no
2023-02-23 09:27:21,"Ichki ishlar vazirining birinchi o'rinbosari — O'zbekiston ichki ishlar vazirligining tezkor-qidiruv departamenti boshlig'i etib Shavkat Rahmonov tayinlandi, bundan oldin Namangan viloyati IIB boshlig'i bo'lgan.",negative,no
2023-02-23 07:03:48,"Soat 5:40 atrofida O'zbekistonning deyarli barcha hududlarida 3 dan 4 ballgacha bo'lgan zilzila sezildi, uning epitsentri Tojikistonda edi. Toshkent aholisining xabar berishicha, tebranishlar uzoq davom etgan.

Birinchi zilziladan so'ng uchta aftershok qayd etildi, ular O'zbekistonda sezilmadi.",positive,no
2023-02-22 20:46:00,"Yanvar oyida O'zbekiston yengil avtomobillar bozori dekabr oyida faollik sezilarli darajada pasayganidan keyin 18 foizga o'sdi. Mahalliy ishlab chiqarilgan yangi avtomobillar savdosi yil boshidan beri kontraktatsiya to'xtatilishiga qaramay 71 foizga, xorijiy avtomobillar esa 75 foizga oshdi.",negative,no
2023-02-22 20:17:46,Toshkent shahrining Chilonzor tumanidagi 162-maktabda bir o'rta maktab o'quvchisi janjal paytida boshqasini pichoqladi.,negative,no
2023-02-22 19:43:10,"O'zbekistonda yangi avtomobillarni davlat ro'yxatidan o'tkazish va raqamlar berishning elektron tizimini yaratish rejalashtirilgan. Prezident, shuningdek, ko'plab sohalar hali raqamlashtirilmaganligini tanqid qildi. Masalan, odamlar har safar ""086-shakl""sertifikatini olish uchun klinikaga murojaat qilishlari kerak.",positive,no
2023-02-22 19:02:51,"""O ' ztransgaz"" aksiyadorlik jamiyati tomonidan mahalliylashtirish va import o 'rnini almashtirish dasturi doirasida 2022-yilda qayta tiklanuvchi energiya manbalarini joriy etish, yangi infratuzilma yaratish va xorijiy investitsiyalarni jalb etish (reklama huquqi asosida) bo' yicha qator ishlar amalga oshirildi.",negative,yes
2023-02-22 18:15:00,"Turkiyadagi zilzilalardan so'ng O'zbekiston aholisi mamlakatda bunday kuch paydo bo'lishi ehtimoli haqida savol berishmoqda. Seysmologiya instituti olimlari o'tmishda bir qator zilzilalarni bashorat qilishgan. Nima uchun barcha zilzilalarni bashorat qila olmaysiz? ""Газета.uz"" men bu haqda institut olimlari bilan gaplashdim.",positive,no
2023-02-22 18:04:23,"Yanvar oyida O'zbekistonning tovar aylanmasi 42 foizga o'sib, 5 milliard dollarni tashkil etdi. Eksportning yarmidan ko'pi oltin bo'lib, 1,18 milliard dollarga sotildi. To'qimachilik mahsulotlari, gaz va o'g'itlarni etkazib berish kamaydi.",negative,no
2023-02-22 17:49:11,"160 o'rinli dializ markazi Toshkentda ochilishini kutmoqda. Bu erda gemodializ protsedurasini yiliga 1000 dan ortiq bemor qabul qilishi mumkin. ""Газета.uz"" nephroplus kompaniyasining O'zbekistondagi vakolatxonasi direktori buyrak kasalligiga chalingan odamlarga savollar berdi.",positive,no
2023-02-22 17:10:00,"Toshkentda aniqlangan kiberjinoyatlar soni yiliga 1,9 barobarga oshib, 4332 nafarga yetdi. O'zbekiston bo'ylab ma'lumotlar taqdim etilmaydi, lekin ko'pincha tajovuzkorlar moddiy yordam, kredit yoki yutuq takliflari bilan soxta havolalarni yuborish orqali bank kartasining maxfiy kodini olishadi.",positive,no
2023-02-22 16:59:04,"""O' zsanoatqurilishbank ""quyosh batareyalari o' rnatilganligi haqida xabar berdi va yashil bank prinsiplari bilan o'rtoqlashdi (reklama huquqi asosida).",positive,yes
2023-02-22 16:21:24,"GBS boshqa idoralar bilan birgalikda O'zbekiston hududlarida yerlarni noqonuniy sotish bilan bog'liq faktlarni bostirdi. Kasbi tumanida fermer xo'jaligi rahbari 35 gektar sug'oriladigan yerlarni 1,2 mlrd so'mga sotishga uringan. Qoson tumanida 50 ga 1,2 mlrd so'mga qayta rasmiylashtirmoqchi bo'ldi.",positive,no
2023-02-22 16:16:16,O'zbekiston Markaziy banki tomonidan 23 fevraldan boshlab belgilangan valyuta kurslari.,negative,no
2023-02-22 15:02:41,"Alif do'konida uzoq kutilgan chegirmalar

Alif Shopning yangi aksiyasi boshlandi. Siz o'zingizning sevimli narsalaringizni oldindan to'lovsiz va eshiklarga etkazib berish bilan qismlarga bo'lib sotib olishingiz mumkin.

Kerakli mahsulotlarni arzon narxlarda sotib olishingiz mumkin alifshop.uz.

Reklama huquqi bilan.",negative,yes
2023-02-22 14:52:02,"Yanvar oyida O'zbekiston sanoatining jismoniy hajmi g'ayritabiiy sovuq ob-havo sharoitida deyarli 10 foizga kamaydi. Gaz ishlab chiqarish 2022 — yil yanvariga nisbatan 7,5 foizga, gaz kondensati 9,1 foizga, ko'mir 13,8 foizga, elektr energiyasi 2 foizga kamaydi. To'qimachilik mahsulotlari ishlab chiqarish 14,2 foizga kamaydi.",negative,no
2023-02-22 14:20:02,"Toshkentda respublika bolalar kutubxonasini qayta qurishdan so'ng bahor oxirigacha ochish rejalashtirilgan. ""Biz hamma uchun ochiq bo'lgan zamonaviy bo'sh joy yaratmoqdamiz. Biz odamlar bu makonda yashashlarini va uni o'zlariga o'zlashtirishlarini istaymiz"", dedi madaniyat va san'atni rivojlantirish jamg'armasi. Surat.",positive,no
2023-02-22 13:35:11,"Yanvar oyida O'zbekiston Germaniya, Litva, Fransiya, Singapur va Buyuk Britaniyadan 13 ta samolyot import qildi. Samolyotlarning narxi 633,1 million dollarga baholanmoqda.",positive,no
2023-02-22 13:18:00,"Blogger Abdukodir Mo'minovning tergov hibsxonasida vafot etgani haqidagi ma'lumotlar haqiqatga to'g'ri kelmaydi, deyiladi Bosh prokuraturada. Hibsga olingan shaxsning sobiq advokati tergovchiga tayanib, Mo'minovning ""tirik va yaxshi""ekanligini ham ma'lum qildi.",positive,no
2023-02-22 12:59:03,"Trilliant ofislarni ijaraga berishni boshladi. Bu O'zbekistondagi a+ sinfidagi biznes-Park bo'lib, u ofislar, mehmonxona va premium-klassdagi savdo nuqtalarini (reklama huquqi asosida) birlashtiradi.",negative,yes
2023-02-22 12:05:13,"Toshkentda ko'chada mast holda bolaning qo'lidan ushlab olgan erkak 10 kun hibsga olingan. Uning harakatini tushuntirar ekan, u bola shoshilib yiqilib tushishi mumkinligini aytdi, shuning uchun uni to'xtatdi.",negative,no
2023-02-22 10:28:41,"Mirzohidjon Kodirov bolalar vafotidan keyin yo'tal siroplarini qabul qilib ishdan bo'shatilgan Sardor Kariev o'rniga dori-darmonlar, tibbiyot bo'limlari va tibbiyot texnikasini ekspertizadan o'tkazish va standartlashtirish markazi direktori vazifasini bajaruvchi etib tayinlandi. Yangi rahbarga korrupsiyani bartaraf etish va xalqaro standartlarni joriy etish vazifasi yuklatilgan.",positive,no
2023-02-22 10:01:08,"Tabiiy gaz, neft va gaz kondensati uchun soliq stavkalarini 2 baravar kamaytirish hisobiga O'zbekiston davlat byudjeti 2022-yilda yer qa'ridan foydalanganlik uchun 538,1 mlrd so'm soliq olmagan. Shu bilan birga, gaz ishlab chiqarish 4% ga, gaz kondensati 2,8% ga kamaydi. Neft ishlab chiqarish 1,8 foizga oshdi.",positive,no
2023-02-21 20:38:24,"O'zbekiston va Misr rahbarlari Qohiradagi muzokaralarda Isroil-Falastin masalasi, Rossiyaning Ukrainaga qarshi urushi va Efiopiya to'g'onini qurish rejalariga to'xtalib o'tdilar. Prezidentlar mamlakatlarning ushbu masalalar bo'yicha pozitsiyalari bir-biriga mos kelishini ta'kidladilar.",positive,no
2023-02-21 19:51:08,"""Shakl va makon"" haykaltaroshlik ko'rgazmasi NBU galereyasida bo'lib o'tadi. Realizm va modernizm an'analari sof shaklda birlashtirilgan yoki saqlanib qolgan asarlar mamlakat milliy banki kollektsiyasining bir qismidir. ""Газета.uz"" men haykallarni qanday qilib to'g'ri ko'rishni va shahar ularga nima uchun kerakligini bilib oldim.",positive,no
2023-02-21 19:17:29,"O'zbekiston va Misr prezidentlari o'rtasidagi muzokaralar chog'ida tomonlar xavfsizlik tahdidlariga qarshi kurashish, korrupsiyaga qarshi kurashish, Afg'oniston bo'yicha xalqaro tashabbuslarni o'zaro qo'llab-quvvatlash bo'yicha tajriba almashishdan manfaatdor ekanliklarini bildirdilar, shuningdek, iqtisodiyotda o'zaro hamkorlikning beshta istiqbolli yo'nalishini belgilab oldilar.",positive,no
2023-02-21 18:42:35,"Misr kompaniyalari O'zbekistonda bir qator loyihalarni amalga oshirishi mumkin: elektr stantsiyalari, ""ma'lumotlar markazi"", sanoat zonasi qurilishi, to'liq tsiklda shakar ishlab chiqarish va boshqalar. O'zbekiston va Misr imtiyozli savdo shartnomasini imzolashni, Air Cairo esa yangi reysni boshlashni rejalashtirmoqda.",positive,no
2023-02-21 18:22:15,"USM xolding asoschisi Alisher Usmonov Italiyaning TGcom24 telekanaliga bergan intervyusida sanktsiyalar bilan bog'liq qiyinchiliklarga qaramay, O'zbekistonda ish va xayriya loyihalarini davom ettirish niyatida ekanligini aytdi. ""Men O'zbekistonga yordam berish va mamlakatimga foydali bo'lish uchun bor kuchimni sarflayman"".",positive,no
2023-02-21 17:49:01,Rossiya prezidenti Vladimir Putin Rossiya federatsiyasi strategik hujum qurollarini qisqartirish to'g'risidagi shartnomada ishtirok etishni to'xtatayotganini aytdi. Rossiya va AQSh o'rtasida tuzilgan ushbu shartnoma yadroviy qurol arsenallarini qisqartirish va ularning rivojlanishini cheklashga qaratilgan.,positive,no
2023-02-21 17:43:08,"O'zbekiston harbiylari Hindistonga yetib kelishdi, u yerda 5 martga qadar shartli terrorchilik guruhlarini qidirish va yo'q qilish hamda tog'li-o'rmonli joylarda jangovar operatsiyalarni o'tkazish bo'yicha qo'shma mashqlar o'tkaziladi.",positive,no
2023-02-21 17:05:00,"Qarshi shahrida Qarshi shahridagi yangi binoning 10-qavatidan bir yigit yiqilib tushdi, u o'sha joyda vafot etdi. Uning sakrashini ko'rgan guvohlar bor.",negative,no
2023-02-21 16:59:03,Valentino moda uyi Toshkentda butik ochdi. Do'kon Toshkent markazidagi Glamour Avenue moda xiyoboni hududida (reklama huquqi bilan) joylashgan.,positive,yes
2023-02-21 16:50:00,Toshkentda Yashnobod va Sergeli tumanlaridan o'tadigan yer usti metro estakadalari ostida 2700 o'rinli to'xtash joylari tashkil etilishi rejalashtirilgan. Bu O'zbekiston Prezidentining ommaviy kirish huquqiga ega bo'lmagan qarorida ko'zda tutilgan.,positive,no
2023-02-21 16:41:52,Jinsiy erkinlik va bolalarni zo'rlashga qarshi jinoyatlar uchun jazoni kuchaytirishni taklif qiluvchi qonun loyihasida oiladagi zo'ravonlik va ta'qiblar uchun maqolalar ham mavjud. Ichida NeMolchi.uz ular hujjat tez orada Zakpalataga borishini eslatishdi va uning to'liq versiyasi bilan tanishishni taklif qilishdi.,positive,no
2023-02-21 16:01:25,O'zbekiston Markaziy banki tomonidan 22 fevraldan boshlab belgilangan valyuta kurslari.,positive,no
2023-02-21 15:24:20,"O'zbekiston prezidenti Shavkat Mirziyoyev Misrga rasmiy tashrifini mamlakatning yetakchi kompaniyalari rahbarlari bilan uchrashuvdan boshladi. Bir kun oldin ikki tomonlama biznes-forum doirasida 1,6 milliard dollarlik 20 ta bitimni amalga oshirish bo'yicha kelishuvlarga erishildi.",positive,no
2023-02-21 14:59:09,"Startaplarda biznes-jarayonlarni optimallashtirish bo'yicha mutaxassis Kseniya Yevseyeva ishga qabul qilish jarayonlari, xodimlarni ishga qabul qilishni avtomatlashtirish va nomzodlarni boshqarish tizimini joriy etish (hamkorlik materiallari) haqida ma'lumot berdi.",positive,no
2023-02-21 14:55:53,Turkiyaning Xatay viloyatida qidiruv-qutqaruv operatsiyasida ishtirok etayotgan O'zbekiston FVV xodimlari bir kun oldin yangi zilzilalar paytida jarohat olmagan. Ular operatsiyada ishtirok etishni davom ettirmoqdalar.,positive,no
2023-02-21 14:32:31,Sud diniy blogger Abror Abduazimovni (Abror Muxtor Aliy) blogger Nikita Makarenkoning qadr-qimmatini kamsitishga va shaxsini obro'sizlantirishga olib kelgan yolg'on ma'lumotlarni tarqatgani uchun jarimaga tortdi.,positive,no
2023-02-21 14:09:51,O'zbekiston Turkiyaning Kahramanmarash shahrida yuz bergan zilzila oqibatida zarar ko'rgan Suriyaga 50 tonna gumanitar yordam yubordi.,positive,no
2023-02-21 13:26:58,Toshkentdagi 1000 dan ortiq byudjet tashkilotlarini quyosh panellari bilan jihozlash rejalashtirilgan. Bunga 400 milliard so'mdan ortiq mablag ' yo'naltiriladi.,negative,no
2023-02-21 13:19:14,Universe Group konsalting agentligi 2023 yilda o'qishni boshlash uchun xorijiy universitetga kirishda qanday yordam berishi mumkinligini aytdi (reklama).,positive,yes
2023-02-21 12:40:55,"Yuridik fanlar doktori Dildora Bazarovaning fikricha, jinoiy jazolarni liberallashtirish va shartli ravishda muddatidan oldin ozod qilishning oddiy shartlari O'zbekistonda jinoyatchilikning ko'payishiga ta'sir ko'rsatmoqda. Advokat Udo va jazoni yumshoqroq almashtirish shartlarini qayta ko'rib chiqishni va qattiqroq qilishni taklif qiladi.",positive,no
2023-02-21 12:13:43,"Qoraqalpog'istonning Kanliqul tumanidagi ""yangi O'zbekiston"" massivida qurilayotgan besh qavatli binoda zinapoyalar qulab tushdi va allaqachon o'rnatilgan zinapoyalarda yoriqlar topildi. Pudratchi zinapoyalar nuqsonli ekanligini aytdi. O'zbekiston qurilish vazirligi zinapoyalarni o'rnatishda xatolarga yo'l qo'yilganini aytdi.",negative,no
2023-02-21 11:40:00,"2019 yilda O'zbekistonda ""O'zbekkosmos""agentligi tashkil etildi. Uning rahbari Shuhrat Qodirov intervyusida ""Газете.uz"" u mamlakat uchun kosmik texnologiyalar nima uchun ekanligini, ular davlat va xususiy sektorga qanday qilib samaraliroq bo'lishiga, huquqbuzarliklar va tabiiy ofatlarning oldini olishga yordam berishini aytib berdi.",negative,no
2023-02-21 11:23:34,"O'zbekiston GBS va Toshkent ichki ishlar bosh boshqarmasi 4 oy ichida poytaxtda Telegramdagi kanal orqali tarqatiladigan giyohvand moddalarni o'zlashtirgan ""garovchilar"" ni shafqatsizlarcha kaltaklagan 20 kishini hibsga oldi. Xabar qilinishicha, kanal ma'muri — kaltaklash mijozi — ularga 300-500 dollar to'lagan.",positive,no
2023-02-21 09:21:19,"""O'zbekiston"" mehmonxonasi Toshkentning asosiy diqqatga sazovor joylaridan biri bo'lib, sayyohlar yo'nalishida majburiydir. Bir marta o'n yillik qurilish, u poytaxtning ramzi bo'lib qolmoqda.

""Toshkent ramzlari portretlari"" rubrikasi doirasida Газета.uz ""O'zbek"" ning o'zi ramzlari va bino 50 yil ichida yuz bergan o'zgarishlar haqida hikoya qiladi.",positive,no
2023-02-21 08:59:07,"""O'zbekinvest"" sug'urta kompaniyasi raqamli transformatsiya bilan bog'liq 2022 yil yakunlari bilan o'rtoqlashdi va 2023 yil rejalari (reklama huquqi asosida) haqida gapirdi.",positive,yes
2023-02-20 23:32:25,"Turkiyaning Janubiy Xatay provinsiyasida 6,4 va 5,8 magnitudali yangi silkinishlar qayd etilgan. Ushbu viloyat 6 fevraldagi zilziladan katta zarar ko'rdi. Aynan shu yerda O'zbekiston qutqaruvchilari ishlaydi.",negative,no
2023-02-20 21:04:56,"Prezident O'zbekiston investitsiyalar, sanoat va savdo vazirining o'rinbosarlarini, shuningdek vazirlik huzuridagi agentlik rahbarlarini tayinladi.",negative,no
2023-02-20 19:35:32,"Prezidentimiz O'zbekiston iqtisodiyot va moliya vazirining o'rinbosarlarini tayinladi. Ular ilx Norkulov, Erkin Rustamov, Adiz Boboyev, Anvar Karimov, Dilshod Sultonov va Gulnora Rahimova bo'ldi. Omonullo Nasritdinxo'jayev, Odilbek Isakov va yana bir nechta rahbarlar moliya vazirining o'rinbosarlari lavozimlarini tark etishdi.",negative,no
2023-02-20 18:59:09,"Halyk Bank boshqaruvi raisi Umut Shayaxmetova Halyk Bank va Tenge Bank faoliyati, rejalari va moliyaviy ko'rsatkichlari (reklama huquqi asosida) haqida ma'lumot berdi.",positive,yes
2023-02-20 18:27:30,"Ish haqidan soliq to'laydigan o'zbekistonliklar soni yil davomida 215 mingga ko'payib, 5 millionga yetdi. Ularning aksariyati hali ham 1-2 million so'm maosh oladi, ammo ularning ulushi pasayishda davom etmoqda. Shu bilan birga,ish haqi 4-5, 5 million so'm va undan yuqori bo'lgan soliq to'lovchilar soni keskin oshdi.",negative,no
2023-02-20 18:05:00,"Oliy ta'lim vaziri Ibrohim Abdurahmonov oliy o'quv yurtlariga talabalarni o'rganish va ularni ""ularning xatti-harakatlariga qarab""guruhlarga bo'lishni buyurdi. Xususan, talabalar jinoyatchilikka moyil bo'lgan, boshqalarning g'oyalari ta'siriga tushib qolish xavfi ostida bo'lgan va qoidalarga rioya qilmaydigan guruhlarga kirishlari mumkin. Oliy ta'lim vazirligi topshiriqning mohiyatini tushuntirdi.",negative,no
2023-02-20 17:54:52,"Xususiy Orient Finans bankda ta'sischilarning ulushi o'zgardi. Nazorat paketining egasi Saken Polatov bo'ldi. Sitora Ahmedjanova o'z ulushini oshirdi. Aksiyalarning bir qismini Payzullajon Mirzayev, Oybek Umarov va Dilmurod Po'latov sotgan.",negative,no
2023-02-20 17:05:25,O'zbekiston energetika vazirligi Jizzax va Toshkent viloyatlarida umumiy quvvati 2000 MVt bo'lgan quyosh fotoelektr stansiyalarini qurish bo'yicha Xitoy kompaniyalari konsorsiumi bilan shartnoma tuzdi.,positive,no
2023-02-20 16:46:35,O'zbekiston Markaziy banki tomonidan 21 fevraldan boshlab belgilangan valyuta kurslari.,positive,no
2023-02-20 16:11:50,Toshkentning Yashnobod tumanidagi maktab oldida 12 yoshli bolaning qo'lidan ushlab olgan erkakning shaxsi aniqlandi. Tuman ATC xodimlari tekshiruv o'tkazadilar.,positive,no
