text,date,like_count,dislike_count,cry_count,think_count
"Представитель Министерства транспорта Кыргызстана Нурмат Мусабеков заявил, что новая железная дорога из Китая через Кыргызстан и Узбекистан позволит сократить длительность перевозки грузов в Европу на неделю.

https://www.gazeta.uz/ru/2023/04/06/railway/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-06 18:28:44,213,27,0,9
"Генпрокуратура Узбекистана сообщила о заключении под стражу трёх обвиняемых в изнасиловании 15-летней девочки в Хорезмской области. К уголовному делу в качестве подозреваемых привлечены ещё 8 человек. Тётя девочки сообщала, что в изнасиловании участвовали 11 человек.

https://www.gazeta.uz/ru/2023/04/06/khorezm-case/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-06 17:43:02,293,0,156,8
"Всемирный банк прогнозирует рост ВВП Узбекистана в 2023 году на 5,1% — это самый высокий показатель в регионе Европы и Центральной Азии. Война РФ в Украине и последствия санкций продолжат влиять на цены на продовольствие и энергоресурсы.

https://www.gazeta.uz/ru/2023/04/06/wb/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-06 17:23:25,25,67,95,21
"Азиатский банк развития ожидает замедление темпов роста экономики в Узбекистане до 5% в 2023 и 2024 годах после прошлогоднего роста ВВП в 5,7%. Сохраняются риски в виде продолжающихся санкций в отношении России и их влияния на внешний спрос на экспорт Узбекистана, отмечается в отчёте.

https://www.gazeta.uz/ru/2023/04/06/adb/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-06 17:02:16,23,44,73,22
"В учебном центре «Школа предпринимателей» запущена специальная платформа — единая база литературы касательно сферы производства строительных материалов (на правах рекламы).

https://www.gazeta.uz/ru/2023/04/06/psb/",2023-04-06 16:59:12,40,6,0,4
"Бурого медведя, бродившего в одном из посёлков Чиракчинского района Кашкадарьинской области, планировали обездвижить и вернуть в природу. Однако до прибытия бригады ветеринаров из Ташкентского зоопарка местные власти ликвидировали животное «в целях безопасности населения».

https://www.gazeta.uz/ru/2023/04/06/bear/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-06 16:07:15,36,975,244,7
"МВД Узбекистана и Click запустили приложение по онлайн-оплате штрафов Click&IIV. Теперь это можно сделать на местах с помощью служебных планшетов сотрудников госорганов (на правах рекламы).

https://www.gazeta.uz/ru/2023/04/06/click/",2023-04-06 14:59:13,78,27,0,6
"В Янгиарыкском районе Хорезма 11 или 12 парней многократно насиловали 15-летнюю девочку, сообщила тётя пострадавшей. По её словам, правоохранительные органы затягивали расследование дела и задержали 3 подозреваемых только после визита детского омбудсмана. «Газета.uz» изучила ситуацию.

https://www.gazeta.uz/ru/2023/04/06/khorezm/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-06 14:47:08,25,161,523,26
"После того, как пожар на месте ДТП на Камчике был полностью потушен, в салоне грузовика обнаружили погибшего водителя, сообщили в МЧС.

➖ @gazetauz ➖",2023-04-06 14:40:34,6,6,153,1
"Судебная коллегия Верховного суда Узбекистана удовлетворила кассационный протест прокуратуры и вернула дело о двух бывших чиновниках в Хорезме, осуждённых за половую связь с воспитанницами детдома, на повторное рассмотрение в апелляционную инстанцию.

https://www.gazeta.uz/ru/2023/04/06/court/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-06 14:19:56,464,6,1,18
"ЕБРР сформировал пакет финансирования в 205 млн долларов для компании Masdar на ее проект по строительству трёх солнечных электростанций в Узбекистане общей мощностью почти 900 МВт.

https://www.gazeta.uz/ru/2023/04/06/ebrd/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-06 14:05:16,98,61,1,6
"На перевале Камчик произошло ДТП с участием грузового и трёх легковых автомобилей, при этом грузовик загорелся. Пострадали шесть человек.

https://www.gazeta.uz/ru/2023/04/06/accident/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-06 13:40:01,15,9,126,11
"❗️Сенаторы одобрили поправки в законодательство Узбекистана, которые усиливают защиту детей и женщин от насилия. 

Криминализуется бытовое насилие, устанавливается ответственность за домогательства и преследования, к совершившим сексуальное насилие не будут применять УДО и смягчающие обстоятельства.

https://www.gazeta.uz/ru/2023/04/06/stop-violence/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-06 13:28:02,489,11,0,9
"Сенат одобрил закон «Об оказании юридической помощи за счёт государства», расширяющий круг лиц, которые смогут получать эту помощь. Сейчас юридическая помощь за счёт государства в Узбекистане оказывается только при ведении уголовных дел.

https://www.gazeta.uz/ru/2023/04/06/legal-aid/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-06 13:17:00,133,7,0,20
"Платформа цифрового кредитования Zood и банк «Ипак Йули» будут сотрудничать в целях поддержки роста электронной коммерции в Узбекистане (на правах рекламы).

https://www.gazeta.uz/ru/2023/04/06/ipak-yuli/",2023-04-06 13:08:39,19,11,0,5
"В марте юридические лица по Узбекистану незаконно использовали природный газ в объёме 79 млн кубометров на 76,3 млрд сумов, больше всего — в Бухарской области. Наиболее часто незаконно используют газ на автомобильных заправках.

https://www.gazeta.uz/ru/2023/04/06/gas/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-06 12:45:22,32,141,0,11
"В ПДД Узбекистана внесены изменения, согласно которым скорость движения транспорта во всех городах страны не должна превышать 60 км/ч. Ранее эта цифра составляла 70 км/ч.

https://www.gazeta.uz/ru/2023/04/06/speed/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-06 12:26:59,327,144,5,3
"Директор школы в Навбахорском районе Навоийской области требовала у учителей собрать по 100 голосов для проекта, выставленного на портал инициативного бюджета. 

Она обещала «пить кровь» и удержать «миллионы» из зарплат учителей, если не победит в голосовании.

https://www.gazeta.uz/ru/2023/04/06/navbahor/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-06 11:58:41,38,377,13,21
"Центробанк Узбекистана прокомментировал расширение перечня подозрительных операций и заявил, что к ним относятся незаконные транзакции по азартным играм, случаи мошенничества и другие. Новые правила не распространяются на операции по выплате первоначального взноса по ипотеке и автокредиту.

https://www.gazeta.uz/ru/2023/04/06/transactions/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-06 11:49:37,47,84,0,13
"В UNG Petro назвали «неуместным» заявления о том, что «монополисты верны своему правилу», согласно которому цена на бензин в Узбекистане не падает, когда котировки нефти в мире снижаются.

https://www.gazeta.uz/ru/2023/04/06/ai-80/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-06 11:20:46,22,298,0,20
"В Денау Сурхандарьинской области открылся обновлённый офис мобильного оператора Mobiuz (на правах рекламы).

https://www.gazeta.uz/ru/2023/04/06/ums/",2023-04-06 10:59:13,32,54,0,14
"В Узбекистане вводится требование проведения обязательной инженерно-геологической экспертизы участков застройки перед началом строительства зданий, говорилось на совещании у президента. Шавкат Мирзиёев также поручил срочно принять программу для решения проблем с дренажной системой Ташкента.

https://www.gazeta.uz/ru/2023/04/06/construction/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-06 10:54:54,293,23,9,23
"СГБ задержала двух граждан Узбекистана и по одному гражданину Таджикистана и Казахстана, которые пытались транзитом перевезти через Узбекистан почти 40 кг наркотиков.

https://www.gazeta.uz/ru/2023/04/06/drugs/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-06 09:57:54,209,9,0,20
"В Ташкенте представлена Дорожная карта по реформе образования Узбекистана на 2023−2026 годы. Соглашение объединило 54 организации и основывается на принципах этики, добросовестности, борьбы с коррупцией, справедливости и прав человека. Международные партнёры намерены привлечь более $580 млн.

https://www.gazeta.uz/ru/2023/04/06/education/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-06 09:36:13,70,191,3,24
"В период священного месяца Рамадан First Development Group предоставляет скидки до 20% на покупку недвижимости в жилых комплексах компании. Акция продлится до 25 апреля (на правах рекламы).

https://www.gazeta.uz/ru/2023/04/06/parkent-plaza",2023-04-06 08:59:12,24,72,2,0
"Запущена онлайн-платформа Uzbekistan’s Club, цель которой — объединить соотечественников, добившихся успеха в разных сферах за рубежом и служащих примером для молодёжи.

https://www.gazeta.uz/ru/2023/04/05/uzbekistans-club/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 23:15:01,132,84,2,15
"Минвуз сообщил об увольнении проректора и ещё трёх сотрудников Кокандского пединститута, участвовавших в установке скрытой камеры в комнате девушек в общежитии. Ранее ректор вуза сообщила, что комнату оборудовали для работы с психологическими проблемами студентов.

https://www.gazeta.uz/ru/2023/04/05/institute/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 22:50:56,333,28,1,48
"Orient Technology приглашает посетить выставку Uzcharmexpo-Shoesstar Euroasia-2023, где компания представит свою новую продукцию и различные виды кожевенного сырья (на правах рекламы).

https://www.gazeta.uz/ru/2023/04/05/bakan-tex/",2023-04-05 21:01:31,74,34,1,10
"Компания «Узкимёсаноат» отвергла «необоснованные обвинения» испанской Maxam, которая инициировала международное арбитражное разбирательство против властей Узбекистана. Узбекская сторона обвинила инвестора в невыполнении обязательств по привлечению инвестиций и модернизации совместных предприятий.

https://www.gazeta.uz/ru/2023/04/05/uzkimyosanoat/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 20:22:00,63,118,0,36
"Фестиваль Swap Bozor: Hobby, посвящённый идеям экологичности и осознанного потребления, прошёл в столичном Central Park. Формат мероприятия предполагал обмен одеждой, которая большую часть времени проводит на полках и вешалках, а также предметами для рукоделия и творчества.

https://www.gazeta.uz/ru/2023/04/05/swap-bozor/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 19:40:01,107,11,0,14
"В День Земли в Ташкентской области состоится специальный забег, которым организаторы призывают узбекистанцев меньше ездить на личных авто и больше передвигаться пешком и пользоваться общественным транспортом.

https://www.gazeta.uz/ru/2023/04/05/earthrun2023/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 19:15:29,186,43,5,6
"Официальный дистрибьютор электрокаров Geely в Узбекистане предлагает выгодные условия покупки.

В частности, есть возможность приобрести электромобиль Geometry C без ожидания и очередей, а также без процентов и первоначального взноса.

Преимущества модели:

– запас хода до 550 км;
– мультимедиа на русском языке;
– ионизатор воздуха;
– гарантия на 8 лет.

Записаться на тест-драйв можно по ссылке.

Телефоны: (+998) 55-503-24-44, (+998) 95-002-02-22.

Сайт | Telegram
Instagram

Реклама.",2023-04-05 19:00:13,109,21,0,13
"Президенту Узбекистана представили проект строительства под эстакадами метро в Яшнабадском районе Ташкента пунктов торговли и общепита. При разработке проекта был рассмотрен опыт Берлина.

https://www.gazeta.uz/ru/2023/04/05/metro/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 18:44:00,110,226,0,24
"Завершился судебный процесс по делу между Anor Bank и сайтом Sof.uz. Банк просил взыскать с сайта 5 млрд сумов в связи с упущенной выгодой из-за распространения порочащей репутацию информации. Суд постановил взыскать с Sof.uz 3,7 млрд сумов.

https://www.gazeta.uz/ru/2023/04/05/anorbank/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 18:23:37,164,59,0,41
"В Верховном суде подтвердили информацию об изнасиловании 13-летней девочки-сироты, взятой на воспитание в приёмную семью, ее главой. Обвиняемый заключён под стражу, судебное рассмотрение уголовного дела начнётся 7 апреля в закрытом режиме.

https://www.gazeta.uz/ru/2023/04/05/mehribonlik/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 18:07:54,82,59,450,14
"Балетная труппа Мариинского театра (Россия) выступит в Ташкенте. На сцене ГАБТ имени Алишера Навои артисты представят одноактные балеты «Шопениана», «Лебедь» и «Шехеразада» Михаила Фокина, созданные им для дягилевских «Русских сезонов» и самого театра.

https://www.gazeta.uz/ru/2023/04/05/mariinsky/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 17:20:00,381,85,0,4
"В один из посёлков Чиракчинского района Кашкадарьинской области зашёл медведь, в сети появилось множество видео, как он бегает по его окрестностям. Местный житель пытался сбить его на автомобиле. Из Ташкента на место выехали сотрудники Минприроды и Ташкентского зоопарка.

https://www.gazeta.uz/ru/2023/04/05/bear/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 17:09:54,53,11,191,9
"АКИБ «Ипотека-банк» представляет хозяйствующим субъектам кредитный продукт Yashil для приобретения солнечных панелей и другого современного оборудования возобновляемых источников энергии (на правах рекламы).

https://www.gazeta.uz/ru/2023/04/05/ipoteka-bank",2023-04-05 16:59:13,16,55,0,14
"Центробанк Узбекистана расширил перечень подозрительных операций. Теперь в их числе — перевод денег с карты через мобильное приложение на другую карту или электронный кошелёк на сумму 500 БРВ (150 млн сумов) и более в течение 30 дней.

https://www.gazeta.uz/ru/2023/04/05/suspicious-transactions/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 16:30:39,74,232,0,22
"ЦИК утвердил форму бюллетеня для референдума по проекту Конституции в новой редакции. Как мы уже писали, в бюллетене будет вопрос: «Принимаете ли вы Конституционный закон Республики Узбекистан „О Конституции Республики Узбекистан“?» с двумя вариантами ответа.

https://www.gazeta.uz/ru/2023/04/05/ballot/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 16:08:58,352,293,6,20
"В Узбекистане за сообщение о несертифицированных, контрафактных и просроченных товарах будут выплачивать вознаграждение. Планируется также ужесточить наказание за незаконный оборот товаров, не отвечающих требованиям безопасности, нарушение санитарного законодательства и другое.

https://www.gazeta.uz/ru/2023/04/05/public-control/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 15:53:22,434,19,0,9
"26 апреля в Ташкенте пройдёт волшебный вечер оперы легендарного Пласидо Доминго с участием Алессандро Сафина и других оперных певцов (на правах рекламы).

https://www.gazeta.uz/ru/2023/04/05/art-uz",2023-04-05 14:59:08,160,13,0,0
"Сборная Великобритании по боксу не примет участия в мужском чемпионате мира, который пройдёт в Ташкенте в мае. Международная ассоциация бокса ранее разрешила россиянам и белорусам выступать на турнире под своим флагом, из-за чего турнир бойкотируют более 10 стран.

https://www.gazeta.uz/ru/2023/04/05/boxing/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 14:48:45,446,140,22,19
"Четверо граждан Узбекистана задержаны в Индонезии по подозрению в пропаганде терроризма. В Антитеррористическом отряде полиции отметили, что задержанные имеют отношение к террористической организации «Катиба таухид валь джихад».

https://www.gazeta.uz/ru/2023/04/05/indonesia/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 13:25:03,214,51,0,30
"Генеральная прокуратура Узбекистана сообщила, что Дмитрий Рылов, супруг Дарьи Треповой, подозреваемой в причастности к взрыву в кафе в Санкт-Петербурге, в котором погиб «военкор» Максим Фомин (Владлен Татарский), не приезжал в Узбекистан и, соответственно, не может находиться в стране.

https://www.gazeta.uz/ru/2023/04/05/russia/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 13:13:10,57,7,1,139
"Группа девушек в Ташкенте запустила социальный проект «Женщина — не вещь» после огласки дела о сексуальной эксплуатации чиновниками в Хорезме воспитанниц детдома. В беседе с «Газетой.uz» девушки заявили: «Если государство не может защитить девочек и женщин, это должны делать такие группы, как мы».

https://www.gazeta.uz/ru/2023/04/05/women/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 11:54:21,942,33,5,13
"В автомобиле, въезжавшем в Узбекистан из Казахстана, таможенники обнаружили незадекларированные ценности — бивень слона и 180 рогов оленя.

https://www.gazeta.uz/ru/2023/04/05/customs/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 11:40:06,28,39,143,10
"В мобильном приложении Korzinka появилась функция, которая помогает отключить печать бумажного чека на кассе (на правах рекламы).

https://www.gazeta.uz/ru/2023/04/05/korzinka",2023-04-05 11:18:04,168,13,0,26
"Президент Узбекистана наградил министра по делам правительства ОАЭ Мухаммада бин Абдуллу аль-Гергави орденом «Дуcтлик» («Дружбы»). Стороны обсудили проекты в сферах высоких технологий, модернизацию городской инфраструктуры, подготовку управленческих кадров и другие вопросы.

https://www.gazeta.uz/ru/2023/04/05/uae/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 10:51:01,313,47,0,19
"Новым руководителем Агентства по внешней трудовой миграции Министерства занятости и сокращения бедности Узбекистана стал Жахонгир Хидайходжаев. Ранее сообщалось о задержании бывшего главы агентства Афзала Ирматова.

https://www.gazeta.uz/ru/2023/04/05/migration/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 10:40:04,31,109,1,35
"Экс-президент США Дональд Трамп во вторник прибыл в суд в Нью-Йорке, где сдался властям и был формально заключён под стражу. Ему предъявлены обвинения по 34 пунктам по делу о фальсификации отчётности. После слушаний Трамп вернулся во Флориду.

https://www.gazeta.uz/ru/2023/04/05/trump/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 10:17:23,161,79,0,43
"Сильный ливень в Ташкенте 2 апреля вновь выявил проблемы в работе дренажно-ирригационной системы города. На 6-м квартале Юнусабада вода из канала Каракамыш затопила дворы и подвалы жилых домов.

Корреспонденты «Газеты.uz» побывали в домах №30 и №36 по улице Юкори Коракамиш и поговорили с жильцами и главой управляющей компании. Они рассказали, как часто это происходит и как устранялись последствия.

https://www.youtube.com/watch?v=pF0OEMCc2jk

@gazetauzspecial",2023-04-05 09:55:57,60,34,69,9
"Поправки в законы в связи с совершенствованием защиты прав, свобод и законных интересов женщин и детей, обеспечением неотвратимости ответственности за коррупционные преступления и ряд других документов рассмотрит Сенат на очередном заседании, которое созывается 6 апреля.

https://www.gazeta.uz/ru/2023/04/05/senate/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 09:34:22,227,17,2,34
"Ушёл из жизни известный тележурналист, автор аналитических программ Сохибжон Алижонов.

https://www.gazeta.uz/ru/2023/04/05/sohibjon-alijonov/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-05 09:17:00,19,4,187,8
"В Ташкентском государственном аграрном университете был организован День карьеры.

На мероприятии выпускники ознакомились с деятельностью АО «Узагросугурта», имеющимися вакансиями и квалификационными требованиями к кандидатам.

В итоге отобраны более 20 резюме кандидатов, изъявивших желание присоединиться к компании «Узагросугурта».

Реклама.",2023-04-05 09:00:17,38,54,0,3
"Студентки Кокандского пединститута сообщили, что в их комнате в общежитии была установлена скрытая камера. По словам девушек, в ответ на жалобы проректор поругал их за обращение в ОВД, а ректор раскритиковала за ущерб «имуществу института».

https://www.gazeta.uz/ru/2023/04/04/kokand/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-04 21:24:54,53,754,28,73
"В Ташкенте состоялась презентация современного кроссовера Jetour Dashing, который имеет 1,6-литровый турбо-двигатель и функцию управления голосом на русском языке (на правах рекламы).

https://www.gazeta.uz/ru/2023/04/04/jetour/",2023-04-04 20:59:08,76,83,0,1
"Старший оперуполномоченный Главного управления уголовного розыска МВД Узбекистана был убит в Ташкенте. Его тело было сожжено и брошено в канал. Трое подсудимых получили многолетние тюремные сроки.

https://www.gazeta.uz/ru/2023/04/04/murder/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-04 20:29:20,85,34,158,40
"При Кабмине Узбекистана создаются Институт макроэкономических и региональных исследований и Высшая школа бизнеса и предпринимательства. Ранее они были подведомственны Минэкономфину.

https://www.gazeta.uz/ru/2023/04/04/cabmin/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-04 19:49:21,55,129,0,12
"Завод по производству автомобилей ADM Jizzakh запускает мелкоузловое производство, основное оборудование для которого поставляет южнокорейская корпорация Kia (на правах рекламы).

https://www.gazeta.uz/ru/2023/04/04/kia/",2023-04-04 18:59:07,93,32,5,6
"Узбекистан практически завершил переговоры по вступлению страны во Всемирную торговую организацию (ВТО) с тремя государствами, сообщил представитель МИПТ Амирбек Мухамедов. Всего в рабочую группу входят 47 государств, активные переговоры ведутся с 31 страной, сказал он.

https://www.gazeta.uz/ru/2023/04/04/wto/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-04 18:24:43,248,112,6,20
"В январе-феврале 2023 года в Узбекистан завезено 5026 автомобилей на сумму 134,2 млн долларов. По сравнению с аналогичным периодом прошлого года объём импорта сократился на 922 машин, однако их средняя стоимость выросла с 20,9 тысячи до 26,7 тысячи долларов. География поставок также изменилась.

https://www.gazeta.uz/ru/2023/04/04/auto-import/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-04 17:51:35,37,156,2,15
"Министр иностранных дел Финляндии Пекка Хаависто подписал документ о присоединении страны к НАТО.

https://www.gazeta.uz/ru/2023/04/04/nato/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-04 17:27:41,306,331,1,13
"Курсы валют, установленные Центральным банком Узбекистана с 5 апреля. 

➖ @gazetauz ➖",2023-04-04 16:16:29,73,18,0,7
"Узгидромет предупредил о возможности прохождения селей и паводков 5−7 апреля в девяти регионах Узбекистана.

https://www.gazeta.uz/ru/2023/04/04/mudflows/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-04 15:46:03,42,4,30,7
"Жителей Ташкента приглашают выбрать названия новых станций метро — для каждой из них рабочая группа Минтранса выбрала по три варианта из народных предложений, собранных в декабре 2022 года.

https://www.gazeta.uz/ru/2023/04/04/names/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-04 15:04:34,132,53,0,26
"В Сергелийском, Чиланзарском и Янгихаётском районах Ташкента на сутки приостановлено газоснабжение в связи с ремонтными работами на подземном газопроводе. В связи с этим также отсутствует горячее водоснабжение в зоне действия теплоисточника ТЦ-8.

https://www.gazeta.uz/ru/2023/04/04/gas/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-04 14:33:31,32,148,0,7
"Вводятся новые меры государственной поддержки внедрения водосберегающих технологий для тех, кто выращивает агропродукцию. Они распространяются на кредиты, взятые для установки таких технологий.

https://www.gazeta.uz/ru/2023/04/04/water/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-04 13:59:36,107,9,0,15
"В марте в Узбекистане было выявлено 510 случаев незаконного использования электроэнергии на 21,9 млрд сумов, что эквивалентно месячному потреблению более 231 тысячи домохозяйств. На газораспределительной станции в Навоийской области выявлено хищение газа на 14,1 млрд сумов.

https://www.gazeta.uz/ru/2023/04/04/energy/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-04 13:10:13,37,126,3,30
"50 гибридных автомобилей BYD Chazor были переданы первым своим владельцам в официальном дилерском центре BYD Sergeli (на правах рекламы).

https://www.gazeta.uz/ru/2023/04/04/byd/",2023-04-04 12:59:07,89,28,0,10
"Трёхлетний мальчик упал в арык перед домом в Ургутском районе Самаркандской области и погиб. Его отнесло водой на некоторое расстояние, где ребенка нашли местные жители.

https://www.gazeta.uz/ru/2023/04/04/child/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-04 12:39:01,17,9,300,2
"Президент Турции Реджеп Тайип Эрдоган стал первым обладателем электрокара турецкой разработки Togg T10X. Он заявил, что электромобиль отправлен президенту Азербайджана Ильхаму Алиеву и что машину также получит глава Узбекистана Шавкат Мирзиёев.

https://www.gazeta.uz/ru/2023/04/04/togg-t10x/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-04 11:53:12,311,70,0,24
"Скидка 30% на двухкомнатные квартиры в Modera Towers

В честь священного месяца Рамадан Modera Towers объявляет о снижении цен на элитные двухкомнатные квартиры площадью 61,7 кв. м на 7 и 8 этажах.

При оплате 100% компания дарит скидку 20%, а также 10% в честь Рамадана.

Акция продлится до 21 апреля.

Телефон: (+998) 94-000-77-77.

Telegram: t.me/ModeraTowers24

На правах рекламы.",2023-04-04 11:02:05,45,99,0,8
"Президент поручил внедрить по всему Узбекистану андижанский эксперимент по обновлению и управлению системами отопления социальных объектов на основе частного партнёрства. Речь идёт о передаче систем отопления в управление предпринимателям на 10 лет с покупкой их услуг государством.

https://www.gazeta.uz/ru/2023/04/04/heating/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-04 10:37:43,355,289,7,27
"Фуркат Сидиков приступил к обязанностям посла Узбекистана в США. На этом посту он сменил Жавлона Вахабова.

https://www.gazeta.uz/ru/2023/04/04/us/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-04 10:17:23,93,115,1,15
"Узбекистанцы, проживающие за рубежом, могут уточнить адреса 55 участков для проведения референдума на интерактивной карте.

https://www.gazeta.uz/ru/2023/04/04/ref/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-04 09:53:07,352,168,3,15
"По факту смерти женщины с тремя детьми, которая выбросила с девятого этажа трёх детей и выпрыгнула сама, возбуждено уголовное дело по статьям «умышленное убийство» и «доведение до самоубийства». Сообщается, что она жила с матерью, а муж сейчас совершает обряд умры.

https://www.gazeta.uz/ru/2023/04/04/gp/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-04 09:32:27,34,63,329,36
"«ЛУКОЙЛ» рассказал, в каких условиях живёт и работает вахтовый персонал на производственных объектах, расположенных в Кашкадарьинской и Бухарской областях (на правах рекламы).

https://www.gazeta.uz/ru/2023/04/04/lukoil",2023-04-04 09:02:01,113,52,0,8
"Женщина и трое малолетних детей погибли после падения из окна девятого этажа в Сергелийском районе Ташкента.

https://www.gazeta.uz/ru/2023/04/04/sergeli/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-04 00:20:31,29,47,607,27
"В Кашкадарьинской и Ташкентской областях незаконно вырублены десятки деревьев. В Карши ущерб от вырубки 30 тутовников и сосен оценивается в 151,6 млн сумов. В лесхозе в Ташкентской области житель Чирчика срубил 48 фисташковых деревьев «для дров».

https://www.gazeta.uz/ru/2023/04/03/trees/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-03 22:07:26,36,178,266,14
"Компания Golden House рассказала о жилом комплексе Assalom Jomiy, который возводится по новой стратегии «Эко-девелопмент» (на правах рекламы).

https://www.gazeta.uz/ru/2023/04/03/golden-house",2023-04-03 21:19:05,37,120,0,5
"Uzinfocom договорился с интернет-регистратором RIPE NCC о создании в Узбекистане корневого сервера DNS (K-Root). По данным Минцифры, его запуск позволит улучшить поисковой процесс и работу интернета.

https://www.gazeta.uz/ru/2023/04/03/k-root/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-03 20:10:00,176,29,0,13
"Международная конференция космических технологий и молодёжный форум Youth Space Forum пройдёт в Ташкенте 25−27 апреля. Ожидается участие 250 экспертов и визит глав космических агентств более 12 стран, включая Азербайджан, Казахстан и Турцию.

https://www.gazeta.uz/ru/2023/04/03/stc/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-03 19:56:28,105,56,2,13
"На турнире Большого шлема в Китае таэквондисты из Узбекистана Улугбек Рашитов и Джасур Джайсунов завоевали золотые медали, Светлана Осипова — бронзовую.

https://www.gazeta.uz/ru/2023/04/03/taekwondo/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-03 19:35:02,281,15,0,2
"Власти Казахстана намерены повысить предельные цены на бензин и дизтопливо. Министр энергетики страны Болат Акчулаков отметил, что при сохранении действующих цен «переток дешёвого казахстанского дизтоплива за пределы страны будет только расти», в том числе в Узбекистан, где цены в два раза выше.

https://www.gazeta.uz/ru/2023/04/03/oil/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2023-04-03 19:21:54,57,195,14,24
