text,clean_text,sentiment
Toshkentning Mirobod tumanida onasi va 8 oylik bolasi uglerod oksidi tufayli vafot etgan deb taxmin qilinadi.,toshkentning mirobod tumanida onasi va oylik bolasi uglerod oksidi tufayli vafot etgan deb taxmin qilinadi,0
"Kainatma shurpa, mampar, ""jaima"", dolma, turkcha go'shtli nohut va iftor uchun boshqa retseptlar - retseptlar to'plamida Zira.uz.",kainatma shurpa mampar jaima dolma turkcha goshtli nohut va iftor uchun boshqa retseptlar retseptlar toplamida zirauz,1
"Samarqand viloyati prokuraturasi Urgut tumani prokuraturasining 19 yoshli ayolning o'z joniga qasd qilganligi sababli jinoiy ish qo'zg'atishni rad etish to'g'risidagi qarorini bekor qildi, uning fotosurati Telegram kanalida ayblov nomi bilan e'lon qilindi.",samarqand viloyati prokuraturasi urgut tumani prokuraturasining yoshli ayolning oz joniga qasd qilganligi sababli jinoiy ish qozgatishni rad etish togrisidagi qarorini bekor qildi uning fotosurati telegram kanalida ayblov nomi bilan elon qilindi,1
"Yetti kino premyerasi, 2023-yilgi mototsikl mavsumi ochilishi, Planetariyda ""kosmonavtika kuni"", Toshkent sirkida namoyish, konsertlar, ko'rgazmalar, ijodiy mahorat darslari, spektakllar, bolalar uchun tadbirlar, partiyalar va kelgusi dam olish kunlaridagi boshqa tadbirlar — tanlovda",yetti kino premyerasi yilgi mototsikl mavsumi ochilishi planetariyda kosmonavtika kuni toshkent sirkida namoyish konsertlar korgazmalar ijodiy mahorat darslari spektakllar bolalar uchun tadbirlar partiyalar va kelgusi dam olish kunlaridagi boshqa tadbirlar tanlovda,1
"Toshkent viloyatining Chirchiq, Olmaliq, O'rtachirchiq, Bo'stonliq va Qibray tumanlarida 23 ta uy (366 ta kvartira) avariya holatida deb topildi. Ularni buzish va ularning o'rniga yangi uylar qurish taklif etiladi. Yangi uy-joy loyihalari ""aholi daromadlari asosida""ishlab chiqilishi kerak.",toshkent viloyatining chirchiq olmaliq ortachirchiq bostonliq va qibray tumanlarida ta uy ta kvartira avariya holatida deb topildi ularni buzish va ularning orniga yangi uylar qurish taklif etiladi yangi uy joy loyihalari aholi daromadlari asosidaishlab chiqilishi kerak,0
"Xorazmdagi oilaviy bolalar uyi rahbari o'quvchilarni tungi klublarda fohishalik orqali pul ishlashga majbur qilishi mumkin edi, dedi qizlar o'qigan maktab direktori. Maktab o'qituvchisi qurbonlardan birini asrab olmoqchi edi, ammo rasmiylar bunga hali ruxsat berishmadi.",xorazmdagi oilaviy bolalar uyi rahbari oquvchilarni tungi klublarda fohishalik orqali pul ishlashga majbur qilishi mumkin edi dedi qizlar oqigan maktab direktori maktab oqituvchisi qurbonlardan birini asrab olmoqchi edi ammo rasmiylar bunga hali ruxsat berishmadi,0
"2022 yil aprel oyida prezident O'zbekistondagi bukmekerlik faoliyatini qonuniylashtirish to'g'risidagi qarorni bekor qildi. Biroq, bir yil o'tgach, u yangi qaror bilan ushbu yo'nalish bo'yicha takliflar kiritish uchun ishchi guruh tuzishni buyurdi.",yil aprel oyida prezident ozbekistondagi bukmekerlik faoliyatini qonuniylashtirish togrisidagi qarorni bekor qildi biroq bir yil otgach u yangi qaror bilan ushbu yonalish boyicha takliflar kiritish uchun ishchi guruh tuzishni buyurdi,0
"Marg'ulan Seysembayev Toshkentda chiqish qiladi

Taniqli qozog'istonlik tadbirkor va jamoat arbobi, Kaizen Marg'ulan Seysembayev bo'yicha bir qator ta'lim kurslari muallifi milliy istiqbolli loyihalar agentligining taklifiga binoan Toshkentga tashrif buyuradi.

9 aprel kuni raqamli iqtisodiyot va agrotexnologiyalar universitetida u o'z-o'zini rivojlantirish, rejalashtirish va ishlarni optimallashtirish sohasida salohiyatni oshirish imkoniyatlarini ko'rib chiqadigan kaizenni davlat boshqaruvida qo'llash bo'yicha master-klass o'tkazadi

""Resurslar va vaqtdan samarali foydalanish, shuningdek, barcha darajadagi rahbarlar va xodimlarning kasbiy malakasini doimiy ravishda oshirish masalalari O'zbekistonda amalga oshirilayotgan global muammolar va islohotlar davrida alohida ahamiyat kasb etmoqda"", — deya qayd etdi NAPP.

Tadbirga ro'yxatdan o'tish yakunlandi.

Surat: Forbes Kazakhstan",margulan seysembayev toshkentda chiqish qiladi taniqli qozogistonlik tadbirkor va jamoat arbobi kaizen margulan seysembayev boyicha bir qator talim kurslari muallifi milliy istiqbolli loyihalar agentligining taklifiga binoan toshkentga tashrif buyuradi aprel kuni raqamli iqtisodiyot va agrotexnologiyalar universitetida u oz ozini rivojlantirish rejalashtirish va ishlarni optimallashtirish sohasida salohiyatni oshirish imkoniyatlarini korib chiqadigan kaizenni davlat boshqaruvida qollash boyicha master klass otkazadi resurslar va vaqtdan samarali foydalanish shuningdek barcha darajadagi rahbarlar va xodimlarning kasbiy malakasini doimiy ravishda oshirish masalalari ozbekistonda amalga oshirilayotgan global muammolar va islohotlar davrida alohida ahamiyat kasb etmoqda deya qayd etdi napp tadbirga royxatdan otish yakunlandi surat forbes kazakhstan,1
"""Dialoglar"" ko'rgazmasi ""Ilhom""da o'tkaziladi. Unda taqdim etilgan grafiti uslubidagi rasmlar va kollajlar teatr CEC ArtsLink xalqaro tashkiloti bilan birgalikda tashkil etgan Art — rezidensiya ishining natijasidir. Taklif etilgan kurator Nyu-Yorklik rassom Lens Jonson bo'ldi.",dialoglar korgazmasi ilhomda otkaziladi unda taqdim etilgan grafiti uslubidagi rasmlar va kollajlar teatr cec artslink xalqaro tashkiloti bilan birgalikda tashkil etgan art rezidensiya ishining natijasidir taklif etilgan kurator nyu yorklik rassom lens jonson boldi,1
Samarqand viloyatida 19 yoshli ayol o'z fotosuratini Telegram kanalida ma'lum bir nom bilan e'lon qilganidan keyin o'zini osib qo'ydi. Ayolning turmush o'rtog'i otasi juda norozi bo'lganini va unga baqirganini aytdi. Prokuratura jinoyat tarkibini topmadi va jinoyat ishini qo'zg'atishni rad etdi.,samarqand viloyatida yoshli ayol oz fotosuratini telegram kanalida malum bir nom bilan elon qilganidan keyin ozini osib qoydi ayolning turmush ortogi otasi juda norozi bolganini va unga baqirganini aytdi prokuratura jinoyat tarkibini topmadi va jinoyat ishini qozgatishni rad etdi,0
O'zbekiston Markaziy banki tomonidan 10 apreldan boshlab belgilangan valyuta kursi.,ozbekiston markaziy banki tomonidan apreldan boshlab belgilangan valyuta kursi,0
"Sirdaryo viloyatida 500 million dollarlik investitsiyalar hisobiga O'zbekiston-Xitoy biotexnologiya klasterini tashkil etish rejalashtirilgan. Xitoy bilan birgalikda tadqiqot universiteti, innovatsion tibbiyot klinikasi, Markaziy Osiyo genomik markazi va hujayra terapiyasi markazini tashkil etish rejalashtirilgan.",sirdaryo viloyatida million dollarlik investitsiyalar hisobiga ozbekiston xitoy biotexnologiya klasterini tashkil etish rejalashtirilgan xitoy bilan birgalikda tadqiqot universiteti innovatsion tibbiyot klinikasi markaziy osiyo genomik markazi va hujayra terapiyasi markazini tashkil etish rejalashtirilgan,1
2022-yil noyabr oyidan Sirdaryo viloyati hokimi vazifasini bajaruvchi Akmal Mahmudaliyev viloyat rahbari lavozimiga tasdiqlandi.,yil noyabr oyidan sirdaryo viloyati hokimi vazifasini bajaruvchi akmal mahmudaliyev viloyat rahbari lavozimiga tasdiqlandi,0
"Toshkentda SHHT mintaqaviy aksilterror tuzilmasi kengashi Majlisi bo'lib o'tdi. Qozog'iston KXB rahbarining raisi o'rinbosari Nurg'ali Bilisbekov axborot urushlarining ta'siri oshganini ta'kidladi. Tashkilot a'zolari Qirg'izistonda terrorizmga qarshi mashqlar va ""axborot operatsiyasi""o'tkazishga kelishib oldilar.",toshkentda shht mintaqaviy aksilterror tuzilmasi kengashi majlisi bolib otdi qozogiston kxb rahbarining raisi orinbosari nurgali bilisbekov axborot urushlarining tasiri oshganini takidladi tashkilot azolari qirgizistonda terrorizmga qarshi mashqlar va axborot operatsiyasiotkazishga kelishib oldilar,1
"""O'zagrosug'urta"" AJ va Toshkent davlat iqtisodiyot universiteti (TDEU) o'rtasida kadrlar tayyorlash bo'yicha hamkorlik memorandumi imzolandi.

Memorandum sug'urta ishi bo'yicha mutaxassislarni tayyorlashning ustuvor vazifalarini belgilaydi.

Prezidentimiz qaroriga ko'ra, 2020-2021 o'quv yilida ""O'zagrosug'urta"" AJning ""sug' urta ishi"" yo 'nalishi bo' yicha TDEUDA o 'qishga tavsiyasiga ko' ra 27 nafar o 'rta va o' rta maxsus ma 'lumotli kompaniya xodimlari, 2021-2022-o' quv yilida 14 nafar xodim qabul qilindi.

Reklama.",ozagrosugurta aj va toshkent davlat iqtisodiyot universiteti tdeu ortasida kadrlar tayyorlash boyicha hamkorlik memorandumi imzolandi memorandum sugurta ishi boyicha mutaxassislarni tayyorlashning ustuvor vazifalarini belgilaydi prezidentimiz qaroriga kora oquv yilida ozagrosugurta ajning sug urta ishi yo nalishi bo yicha tdeuda o qishga tavsiyasiga ko ra nafar o rta va o rta maxsus ma lumotli kompaniya xodimlari o quv yilida nafar xodim qabul qilindi reklama,1
"""Mening birinchi uyim"" arzon uylarni qurish bo'yicha ipoteka dasturi Toshkent viloyatining Zangiota tumanidan boshlanadi. U yerda 2500 oila uchun 58 ta ko'p qavatli uy qurish uchun 36 gektar yer ajratish rejalashtirilgan.",mening birinchi uyim arzon uylarni qurish boyicha ipoteka dasturi toshkent viloyatining zangiota tumanidan boshlanadi u yerda oila uchun ta kop qavatli uy qurish uchun gektar yer ajratish rejalashtirilgan,1
"O'zbekistonda 2023 yilning birinchi yarim yilligi uchun ""tashabbuskor byudjet"" loyihalari bo'yicha ovoz berish yakunlandi. Fuqarolarning tashabbuslari rekord darajada 16 million ovoz to'pladi. Maktablar, yo'llar va boshqa obyektlarni ta 'mirlash bo' yicha 1660 dan ortiq loyihalar 1,57 trln so 'mga mablag' oladi.",ozbekistonda yilning birinchi yarim yilligi uchun tashabbuskor byudjet loyihalari boyicha ovoz berish yakunlandi fuqarolarning tashabbuslari rekord darajada million ovoz topladi maktablar yollar va boshqa obyektlarni ta mirlash bo yicha dan ortiq loyihalar trln so mga mablag oladi,0
"Frantsiya prezidenti Emmanuel Makron Xitoyga tashrif buyurib, mamlakat rahbari Si Tszinpinni Rossiyaning Ukrainaga qarshi urushini tugatishga yordam berishga chaqirdi. XXR rahbari tezkor tinchlik muzokaralariga umid bildirdi va tomonlar tinch aholiga qarshi hujumlardan qochish uchun o'zlarini tiyib turishlarini qo'llab-quvvatladi.",frantsiya prezidenti emmanuel makron xitoyga tashrif buyurib mamlakat rahbari si tszinpinni rossiyaning ukrainaga qarshi urushini tugatishga yordam berishga chaqirdi xxr rahbari tezkor tinchlik muzokaralariga umid bildirdi va tomonlar tinch aholiga qarshi hujumlardan qochish uchun ozlarini tiyib turishlarini qollab quvvatladi,1
"Tezlikni pasaytirish yo'llarda o'lim va jarohatlarni kamaytirishning birinchi va minimal chorasidir

O'zbekistonning barcha shaharlarida transportning ruxsat etilgan tezligi soatiga 70 km dan 60 km gacha pasayishi haqidagi xabardan so'ng, internetda shaharlar ""tirbandlikda turishi"", ""ekologiya yomonlashishi"" va ""bularning barchasi ko'proq jarimalar to'plash uchun qilingan""degan g'azab yana yangray boshladi.

XXI asrda bunday g'azablarni eshitish juda g'alati, dunyoning aksariyat mamlakatlarida bunday tezlikka ega shaharlar deyarli qolmagan va hatto baxtsiz hodisalar natijasida o'lim va jarohatlar yuqori bo'lib qolgan mamlakatda. Ammo O'zbekiston yo'llarda odamlarning xavfsizligini Real oshirish yo'lida birinchi qadamlarini qo'yayotganini hisobga olsak, odamlarning fikrini o'zgartirish borasida hali ko'p ish qilish kerakligini tushunish kerak.

Yaqinda xuddi shunday dalillarni keltirgan Toshkent deputatlarini eslaylik: ""hayot juda tez rivojlanmoqda va biz tezlikni pasaytirmoqchimiz"". Tanqiddan so'ng ular tezlikni pasaytirishni bir ovozdan ma'qulladilar.

""Газета.uz"" so'nggi yillarda ko'plab materiallarni yo'l harakati xavfsizligi mavzusiga bag'ishladi (ro'yxat quyida). Ularda nima uchun tezlikni pasaytirish tirbandlikka olib kelmasligi, bu qancha hayotni saqlab qolishi va atrofimizdagi makonni qanday yaxshilashi tushuntiriladi.

Tezlikni pasaytirish yo'llarda o'lim va jarohatlarni kamaytirish uchun birinchi va minimal choradir. Oldinda hali ko'p ish bor. Umid qilamanki, bundan keyin hokimiyat yanada qat'iyroq harakat qiladi va o'nlab yillar davomida butun dunyoda muvaffaqiyatli qo'llanilgan usullarni amalga oshirishdan qo'rqmaydi.

""Hayot juda tez va biz tezlikni pasaytirmoqchimiz."" Poytaxt deputatlari tezlikni pasaytirishni qanday muhokama qilishdi


Nima uchun tezlikni pasaytirish tirbandlikka olib kelmaydi


""Tezlikni pasaytirish aslida hayotni saqlab qoladi""


""Mobillik avtomobil bo'lishi shart emas""


""Yo'l xavfsizligiga sarmoya kiritish mamlakat uchun eng yaxshi investitsiyalardan biridir""",tezlikni pasaytirish yollarda olim va jarohatlarni kamaytirishning birinchi va minimal chorasidir ozbekistonning barcha shaharlarida transportning ruxsat etilgan tezligi soatiga km dan km gacha pasayishi haqidagi xabardan song internetda shaharlar tirbandlikda turishi ekologiya yomonlashishi va bularning barchasi koproq jarimalar toplash uchun qilingandegan gazab yana yangray boshladi xxi asrda bunday gazablarni eshitish juda galati dunyoning aksariyat mamlakatlarida bunday tezlikka ega shaharlar deyarli qolmagan va hatto baxtsiz hodisalar natijasida olim va jarohatlar yuqori bolib qolgan mamlakatda ammo ozbekiston yollarda odamlarning xavfsizligini real oshirish yolida birinchi qadamlarini qoyayotganini hisobga olsak odamlarning fikrini ozgartirish borasida hali kop ish qilish kerakligini tushunish kerak yaqinda xuddi shunday dalillarni keltirgan toshkent deputatlarini eslaylik hayot juda tez rivojlanmoqda va biz tezlikni pasaytirmoqchimiz tanqiddan song ular tezlikni pasaytirishni bir ovozdan maqulladilar uz songgi yillarda koplab materiallarni yol harakati xavfsizligi mavzusiga bagishladi royxat quyida ularda nima uchun tezlikni pasaytirish tirbandlikka olib kelmasligi bu qancha hayotni saqlab qolishi va atrofimizdagi makonni qanday yaxshilashi tushuntiriladi tezlikni pasaytirish yollarda olim va jarohatlarni kamaytirish uchun birinchi va minimal choradir oldinda hali kop ish bor umid qilamanki bundan keyin hokimiyat yanada qatiyroq harakat qiladi va onlab yillar davomida butun dunyoda muvaffaqiyatli qollanilgan usullarni amalga oshirishdan qorqmaydi hayot juda tez va biz tezlikni pasaytirmoqchimiz poytaxt deputatlari tezlikni pasaytirishni qanday muhokama qilishdi nima uchun tezlikni pasaytirish tirbandlikka olib kelmaydi tezlikni pasaytirish aslida hayotni saqlab qoladi mobillik avtomobil bolishi shart emas yol xavfsizligiga sarmoya kiritish mamlakat uchun eng yaxshi investitsiyalardan biridir,1
"Prokuratura Vayner Farhod Mannopovning vafoti munosabati bilan jinoyat ishini qayta kvalifikatsiya qildi. Qalampir ma'lumotlariga ko'ra, Mannopov operatsiya qilingan Toshkentdagi xususiy klinikaning plastik jarrohi, laboratoriya shifokori va ultratovush mutaxassisi ularning malaka toifasini tasdiqlovchi hujjatlarni taqdim etmagan.",prokuratura vayner farhod mannopovning vafoti munosabati bilan jinoyat ishini qayta kvalifikatsiya qildi qalampir malumotlariga kora mannopov operatsiya qilingan toshkentdagi xususiy klinikaning plastik jarrohi laboratoriya shifokori va ultratovush mutaxassisi ularning malaka toifasini tasdiqlovchi hujjatlarni taqdim etmagan,1
"Juma kuni O'zbekistonning Markaziy va Sharqiy qismida momaqaldiroq va do'l yog'ishi ehtimoli saqlanib qoladi, joylarda shamol 15-20 m/s gacha ko'tariladi.dam olish kunlarida yomg'ir ham mumkin, ammo harorat +22...+27 darajaga ko'tariladi.",juma kuni ozbekistonning markaziy va sharqiy qismida momaqaldiroq va dol yogishi ehtimoli saqlanib qoladi joylarda shamol m s gacha kotariladidam olish kunlarida yomgir ham mumkin ammo harorat darajaga kotariladi,1
"Viloyatga tashrif buyurgan O'zbekiston prezidenti Shavkat Mirziyoyev Sirdaryoni sanoat, tadbirkorlik, qishloq xo'jaligi, ta'lim va tibbiyot sohalaridagi ""ilg'or innovatsiyalar mintaqasi"" ga aylantirish rejalashtirilgan.",viloyatga tashrif buyurgan ozbekiston prezidenti shavkat mirziyoyev sirdaryoni sanoat tadbirkorlik qishloq xojaligi talim va tibbiyot sohalaridagi ilgor innovatsiyalar mintaqasi ga aylantirish rejalashtirilgan,1
"Senat rahbari Tanzila Narbayeva bolalar va ayollarni zo'ravonlikdan himoya qilish to'g'risidagi qonunni ilg'or deb atadi, uni qabul qilish yo'lidagi qiyinchiliklarni qayd etdi va faollar va g'amxo'r fuqarolarga minnatdorchilik bildirdi. 2021-2022 yillarda ayollar va qizlarga nisbatan 72 mingta zo'ravonlik holatlari ma'lum bo'ldi, ularning 85 foizi oilada.",senat rahbari tanzila narbayeva bolalar va ayollarni zoravonlikdan himoya qilish togrisidagi qonunni ilgor deb atadi uni qabul qilish yolidagi qiyinchiliklarni qayd etdi va faollar va gamxor fuqarolarga minnatdorchilik bildirdi yillarda ayollar va qizlarga nisbatan mingta zoravonlik holatlari malum boldi ularning foizi oilada,1
"Zira Novvoyxonasidan ""Pasxa"" pishiriqlari

Pasxa keklari, sariyog ' pishiriqlari va bo'yalgan tuxumlar Pasxa bayramining yorqin ramzidir.

Zira Bakery qandolat do'koni buyurtma berish uchun bir nechta variantni tayyorladi:

- shakarlangan mevalar bilan kulich - 100 000 so'm (vazni 300 g);
- haşhaş urug'i bilan rulon - 100 000 so'm (vazni 500 g);
- yong'oq va kishmish bilan rulon - 100 000 so'm (vazni 500 g);
- Dolchinli rulo — 100 000 so'm (og'irligi 450 g);
- tuxum shaklidagi makaron-20 000 so'm. Minimal buyurtma — 5 dona. tatlar: limonli tort va qulupnay-oq shokolad;
— bayram makaron qutisi-170 000 so'm. Tatlar: limonli pirog, qulupnay - oq shokolad, muzqaymoq - qora smorodina;
- bo'yalgan tuxum - 10 000 so'm. Minimal buyurtma — 4 dona.

Buyurtmalar quyidagi sanalar uchun 11 aprelgacha qabul qilinadi: 13, 14, 15 va 16 aprel.

Toshkent shahrida qandolatchilik kuryeri orqali yetkazib berish-20 000 so'm.

Siz etkazib berish bilan Telegramda, veb-saytda va telefon orqali buyurtma berishingiz mumkin: (+998) 78-888-14-15.

Va zira Bakery Telegram kanali orqali siz yangi mahsulotlar, chegirmalar va aktsiyalarni kuzatishingiz mumkin.

Hamkorlik materiallari.",zira novvoyxonasidan pasxa pishiriqlari pasxa keklari sariyog pishiriqlari va boyalgan tuxumlar pasxa bayramining yorqin ramzidir zira bakery qandolat dokoni buyurtma berish uchun bir nechta variantni tayyorladi shakarlangan mevalar bilan kulich som vazni g haşhaş urugi bilan rulon som vazni g yongoq va kishmish bilan rulon som vazni g dolchinli rulo som ogirligi g tuxum shaklidagi makaron som minimal buyurtma dona tatlar limonli tort va qulupnay oq shokolad bayram makaron qutisi som tatlar limonli pirog qulupnay oq shokolad muzqaymoq qora smorodina boyalgan tuxum som minimal buyurtma dona buyurtmalar quyidagi sanalar uchun aprelgacha qabul qilinadi va aprel toshkent shahrida qandolatchilik kuryeri orqali yetkazib berish som siz etkazib berish bilan telegramda veb saytda va telefon orqali buyurtma berishingiz mumkin va zira bakery telegram kanali orqali siz yangi mahsulotlar chegirmalar va aktsiyalarni kuzatishingiz mumkin hamkorlik materiallari,1
O'zbekiston prezidenti Shavkat Mirziyoyev bugun Sirdaryo viloyatiga tashrif buyuradi. Yangi korxonalar ishga tushirilishi va bir qator ob'ektlarga tashrif buyurilishi kutilmoqda.,ozbekiston prezidenti shavkat mirziyoyev bugun sirdaryo viloyatiga tashrif buyuradi yangi korxonalar ishga tushirilishi va bir qator obektlarga tashrif buyurilishi kutilmoqda,1
"Sirdaryo viloyati hokimining moliya, iqtisodiyot va kambag'allikni qisqartirish masalalari bo'yicha birinchi o'rinbosari Rahimjon Boboyev bo'lib, u ilgari O'zbekiston alkogol va tamaki bozorini tartibga solish va vinochilikni rivojlantirish agentligi direktori bo'lib ishlagan.",sirdaryo viloyati hokimining moliya iqtisodiyot va kambagallikni qisqartirish masalalari boyicha birinchi orinbosari rahimjon boboyev bolib u ilgari ozbekiston alkogol va tamaki bozorini tartibga solish va vinochilikni rivojlantirish agentligi direktori bolib ishlagan,0
O'zbekistonda 1-maydan boshlab rasmiy daromadi yetarli bo'lmagan shaxslarga ham ipoteka krediti beriladi. Yuqori to'lovni to'lagan fuqarolar bankdan arzonroq kredit olishlari mumkin. Foizlarni qoplash uchun subsidiya muddati 12 oydan 4 oygacha qisqartiriladi.,ozbekistonda maydan boshlab rasmiy daromadi yetarli bolmagan shaxslarga ham ipoteka krediti beriladi yuqori tolovni tolagan fuqarolar bankdan arzonroq kredit olishlari mumkin foizlarni qoplash uchun subsidiya muddati oydan oygacha qisqartiriladi,0
"Toshkent shahar markazidagi ""qora Oltin Industry News"" kompaniyasi Toshkent shahar markazidagi ""Alokabank"" va ""Alokabank"" ofis binolarini sotib olish bo'yicha auksion g'olibi bo'lib, ob'ektlar uchun 387 mlrd so'm taklif qildi. Savdolardan bir kun oldin"" Alokabank "" ushbu kompaniyaga 15 yilga 14 foiz stavka bo'yicha 390 mlrd so'mlik kredit ajratdi.",toshkent shahar markazidagi qora oltin industry news kompaniyasi toshkent shahar markazidagi alokabank va alokabank ofis binolarini sotib olish boyicha auksion golibi bolib obektlar uchun mlrd som taklif qildi savdolardan bir kun oldin alokabank ushbu kompaniyaga yilga foiz stavka boyicha mlrd somlik kredit ajratdi,0
Toshkent tez tibbiy yordam feldsheri Zlata G'afurova bu chaqiruvga ayol shifokorlar kelmagani uchun ona uchun shifokorlarni chaqirgan erkakdan tahdid olganini aytdi. Erkakdan shikoyat va feldsherdan qarshi ariza qabul qilgan uchastka xodimi 12 million so'm jarima to'lashi kerakligini aytdi.,toshkent tez tibbiy yordam feldsheri zlata gafurova bu chaqiruvga ayol shifokorlar kelmagani uchun ona uchun shifokorlarni chaqirgan erkakdan tahdid olganini aytdi erkakdan shikoyat va feldsherdan qarshi ariza qabul qilgan uchastka xodimi million som jarima tolashi kerakligini aytdi,0
"O'zbekistonning har bir tuman va shahrida havo ifloslanishini monitoring qilish bo'yicha kichik avtomatlashtirilgan stansiyalar tashkil etiladi. Ularning ma'lumotlari asosida havo tozaligi reytingi shakllantiriladi va amaldorlarning ishi baholanadi, deyiladi prezident yig'ilishida.",ozbekistonning har bir tuman va shahrida havo ifloslanishini monitoring qilish boyicha kichik avtomatlashtirilgan stansiyalar tashkil etiladi ularning malumotlari asosida havo tozaligi reytingi shakllantiriladi va amaldorlarning ishi baholanadi deyiladi prezident yigilishida,1
"1 maydan boshlab O'zbekiston fuqarolari ijtimoiy reyestrdan go'sht, tuxum va sariyog ' sotib olayotganda QQSni qaytarib olishlari mumkin (12%). Soliq qo'mitasi ushbu mexanizm qanday ishlashini aytib berdi.",maydan boshlab ozbekiston fuqarolari ijtimoiy reyestrdan gosht tuxum va sariyog sotib olayotganda qqsni qaytarib olishlari mumkin soliq qomitasi ushbu mexanizm qanday ishlashini aytib berdi,1
"Qirg'iziston transport vazirligi vakili Nurmat Musabekovning aytishicha, Xitoydan Qirg'iziston va O'zbekiston orqali o'tadigan yangi temir yo'l Yevropaga yuk tashish muddatini bir haftaga qisqartiradi.",qirgiziston transport vazirligi vakili nurmat musabekovning aytishicha xitoydan qirgiziston va ozbekiston orqali otadigan yangi temir yol yevropaga yuk tashish muddatini bir haftaga qisqartiradi,1
O'zbekiston bosh prokuraturasi Xorazm viloyatida 15 yoshli qizni zo'rlashda ayblangan uch nafar ayblanuvchining qamoqqa olinganligi haqida xabar berdi. Jinoyat ishiga gumon qilinuvchi sifatida yana 8 kishi jalb etilgan. Qizning xolasi zo'rlashda 11 kishi ishtirok etganini xabar qildi.,ozbekiston bosh prokuraturasi xorazm viloyatida yoshli qizni zorlashda ayblangan uch nafar ayblanuvchining qamoqqa olinganligi haqida xabar berdi jinoyat ishiga gumon qilinuvchi sifatida yana kishi jalb etilgan qizning xolasi zorlashda kishi ishtirok etganini xabar qildi,1
"Jahon banki 2023 — yilda O'zbekiston yalpi ichki mahsulotining 5,1 foizga o'sishini bashorat qilmoqda-bu Yevropa va Markaziy Osiyo mintaqasidagi eng yuqori ko'rsatkichdir. Rossiya Federatsiyasining Ukrainadagi urushi va sanktsiyalarning oqibatlari oziq-ovqat va energiya narxlariga ta'sir ko'rsatishda davom etadi.",jahon banki yilda ozbekiston yalpi ichki mahsulotining foizga osishini bashorat qilmoqda bu yevropa va markaziy osiyo mintaqasidagi eng yuqori korsatkichdir rossiya federatsiyasining ukrainadagi urushi va sanktsiyalarning oqibatlari oziq ovqat va energiya narxlariga tasir korsatishda davom etadi,0
"Osiyo taraqqiyot banki o'tgan yilgi yalpi ichki mahsulotning 5,7 foizga o'sishidan so'ng 2023 va 2024 yillarda O'zbekistonda iqtisodiy o'sish sur'atlarining 5 foizga pasayishini kutmoqda. Hisobotda qayd etilishicha, Rossiyaga qarshi davom etayotgan sanktsiyalar va ularning O'zbekiston eksportiga bo'lgan tashqi talabga ta'siri ko'rinishidagi xatarlar saqlanib qolmoqda.",osiyo taraqqiyot banki otgan yilgi yalpi ichki mahsulotning foizga osishidan song va yillarda ozbekistonda iqtisodiy osish suratlarining foizga pasayishini kutmoqda hisobotda qayd etilishicha rossiyaga qarshi davom etayotgan sanktsiyalar va ularning ozbekiston eksportiga bolgan tashqi talabga tasiri korinishidagi xatarlar saqlanib qolmoqda,0
"Qashqadaryo viloyati Chiroqchi tumanidagi qishloqlardan birida aylanib yurgan jigarrang ayiqni immobilizatsiya qilish va tabiatga qaytarish rejalashtirilgan edi. Biroq, Toshkent hayvonot bog'idan veterinariya brigadasi kelishidan oldin mahalliy hokimiyat ""aholi xavfsizligi uchun""hayvonni yo'q qildi.",qashqadaryo viloyati chiroqchi tumanidagi qishloqlardan birida aylanib yurgan jigarrang ayiqni immobilizatsiya qilish va tabiatga qaytarish rejalashtirilgan edi biroq toshkent hayvonot bogidan veterinariya brigadasi kelishidan oldin mahalliy hokimiyat aholi xavfsizligi uchunhayvonni yoq qildi,0
"Xorazmning Yangiariq tumanida 11 yoki 12 yigit 15 yoshli qizni bir necha bor zo'rlagan, dedi jabrlanuvchining xolasi. Uning so'zlariga ko'ra, huquqni muhofaza qilish organlari ishni tergov qilishni kechiktirgan va 3 gumonlanuvchini faqat bolalar Ombudsmanining tashrifidan keyin hibsga olgan. ""Газета.uz"" vaziyatni o'rganib chiqdim.",xorazmning yangiariq tumanida yoki yigit yoshli qizni bir necha bor zorlagan dedi jabrlanuvchining xolasi uning sozlariga kora huquqni muhofaza qilish organlari ishni tergov qilishni kechiktirgan va gumonlanuvchini faqat bolalar ombudsmanining tashrifidan keyin hibsga olgan uz vaziyatni organib chiqdim,0
"Kamchikda avtohalokat sodir bo'lgan joyda yong'in to'liq o'chirilgandan so'ng, yuk mashinasi salonida halok bo'lgan haydovchi topildi, deya xabar beradi favqulodda vaziyatlar vazirligi.",kamchikda avtohalokat sodir bolgan joyda yongin toliq ochirilgandan song yuk mashinasi salonida halok bolgan haydovchi topildi deya xabar beradi favqulodda vaziyatlar vazirligi,0
